"행정구역","2025년12월_계_총인구수","2025년12월_계_연령구간인구수","2025년12월_계_0~9세","2025년12월_계_10~19세","2025년12월_계_20~29세","2025년12월_계_30~39세","2025년12월_계_40~49세","2025년12월_계_50~59세","2025년12월_계_60~69세","2025년12월_계_70~79세","2025년12월_계_80~89세","2025년12월_계_90~99세","2025년12월_계_100세 이상","2025년12월_남_총인구수","2025년12월_남_연령구간인구수","2025년12월_남_0~9세","2025년12월_남_10~19세","2025년12월_남_20~29세","2025년12월_남_30~39세","2025년12월_남_40~49세","2025년12월_남_50~59세","2025년12월_남_60~69세","2025년12월_남_70~79세","2025년12월_남_80~89세","2025년12월_남_90~99세","2025년12월_남_100세 이상","2025년12월_여_총인구수","2025년12월_여_연령구간인구수","2025년12월_여_0~9세","2025년12월_여_10~19세","2025년12월_여_20~29세","2025년12월_여_30~39세","2025년12월_여_40~49세","2025년12월_여_50~59세","2025년12월_여_60~69세","2025년12월_여_70~79세","2025년12월_여_80~89세","2025년12월_여_90~99세","2025년12월_여_100세 이상"
"서울특별시 종로구 숭인제2동(1111071000)","10,237","10,237","214","293","2,326","2,232","1,074","1,453","1,422","815","360","48","0","4,973","4,973","116","142","886","1,102","576","808","771","406","150","16","0","5,264","5,264","98","151","1,440","1,130","498","645","651","409","210","32","0"
"서울특별시 중구 (1114000000)","117,805","117,805","4,977","5,804","15,716","21,222","16,098","17,798","17,909","11,441","5,815","1,003","22","56,560","56,560","2,538","2,895","7,001","10,548","8,086","8,924","8,833","5,256","2,210","262","7","61,245","61,245","2,439","2,909","8,715","10,674","8,012","8,874","9,076","6,185","3,605","741","15"
"서울특별시 중구 소공동(1114052000)","2,186","2,186","145","155","205","410","551","333","205","123","50","9","0","1,010","1,010","77","54","71","190","257","174","100","60","24","3","0","1,176","1,176","68","101","134","220","294","159","105","63","26","6","0"
"서울특별시 중구 회현동(1114054000)","4,096","4,096","124","205","371","539","457","682","809","576","272","60","1","2,102","2,102","60","109","180","267","221","363","458","301","123","20","0","1,994","1,994","64","96","191","272","236","319","351","275","149","40","1"
"서울특별시 중구 명동(1114055000)","2,462","2,462","47","109","300","311","307","435","454","302","162","35","0","1,006","1,006","26","50","126","155","130","181","180","108","45","5","0","1,456","1,456","21","59","174","156","177","254","274","194","117","30","0"
"서울특별시 중구 필동(1114057000)","4,301","4,301","120","195","822","841","540","568","572","387","196","58","2","2,195","2,195","56","101","409","430","290","323","301","187","85","13","0","2,106","2,106","64","94","413","411","250","245","271","200","111","45","2"
"서울특별시 중구 장충동(1114058000)","4,529","4,529","104","243","1,294","637","472","567","528","416","233","35","0","2,357","2,357","62","111","694","383","244","302","264","192","93","12","0","2,172","2,172","42","132","600","254","228","265","264","224","140","23","0"
"서울특별시 중구 광희동(1114059000)","5,684","5,684","112","168","1,062","1,338","668","704","815","525","257","34","1","2,767","2,767","67","79","407","689","350","378","444","246","100","6","1","2,917","2,917","45","89","655","649","318","326","371","279","157","28","0"
"서울특별시 중구 을지로동(1114060500)","3,000","3,000","138","87","351","848","533","352","355","222","102","12","0","1,602","1,602","64","33","145","461","280","199","228","135","53","4","0","1,398","1,398","74","54","206","387","253","153","127","87","49","8","0"
"서울특별시 중구 신당동(1114061500)","7,416","7,416","210","242","1,177","1,386","943","1,115","1,185","737","359","60","2","3,620","3,620","104","107","453","712","498","602","621","369","141","13","0","3,796","3,796","106","135","724","674","445","513","564","368","218","47","2"
"서울특별시 중구 다산동(1114062500)","13,021","13,021","384","649","1,804","2,158","1,668","2,110","2,118","1,321","697","111","1","6,284","6,284","183","347","889","1,115","830","1,067","961","590","274","28","0","6,737","6,737","201","302","915","1,043","838","1,043","1,157","731","423","83","1"
"서울특별시 중구 약수동(1114063500)","15,749","15,749","734","824","1,563","2,321","2,047","2,531","2,663","1,864","1,007","192","3","7,229","7,229","368","409","748","1,107","995","1,151","1,213","824","369","44","1","8,520","8,520","366","415","815","1,214","1,052","1,380","1,450","1,040","638","148","2"
"서울특별시 중구 청구동(1114064500)","10,736","10,736","526","590","1,160","1,942","1,311","1,668","1,714","1,121","614","89","1","4,996","4,996","261","300","536","958","650","782","788","492","209","20","0","5,740","5,740","265","290","624","984","661","886","926","629","405","69","1"
"서울특별시 중구 신당제5동(1114065000)","9,939","9,939","391","476","1,268","1,891","1,362","1,604","1,550","895","434","66","2","4,816","4,816","199","222","536","940","714","853","782","388","160","21","1","5,123","5,123","192","254","732","951","648","751","768","507","274","45","1"
"서울특별시 중구 동화동(1114066500)","9,721","9,721","532","679","1,016","1,258","1,327","1,664","1,709","956","489","90","1","4,645","4,645","284","350","485","591","654","781","842","456","171","30","1","5,076","5,076","248","329","531","667","673","883","867","500","318","60","0"
"서울특별시 중구 황학동(1114067000)","13,116","13,116","560","468","2,062","3,285","1,892","1,656","1,648","1,023","452","68","2","6,136","6,136","301","225","772","1,604","934","822","826","467","166","18","1","6,980","6,980","259","243","1,290","1,681","958","834","822","556","286","50","1"
"서울특별시 중구 중림동(1114068000)","11,849","11,849","850","714","1,261","2,057","2,020","1,809","1,584","973","491","84","6","5,795","5,795","426","398","550","946","1,039","946","825","441","197","25","2","6,054","6,054","424","316","711","1,111","981","863","759","532","294","59","4"
"서울특별시 용산구 (1117000000)","201,894","201,894","9,820","12,621","26,573","37,242","29,059","31,845","28,281","16,211","8,608","1,583","51","96,065","96,065","4,961","6,438","11,815","18,145","14,342","15,443","13,823","7,302","3,277","500","19","105,829","105,829","4,859","6,183","14,758","19,097","14,717","16,402","14,458","8,909","5,331","1,083","32"
"서울특별시 용산구 후암동(1117051000)","15,653","15,653","567","1,048","1,993","2,862","2,202","2,506","2,285","1,374","708","101","7","7,480","7,480","293","564","938","1,458","1,078","1,216","1,059","604","245","23","2","8,173","8,173","274","484","1,055","1,404","1,124","1,290","1,226","770","463","78","5"
"서울특별시 용산구 용산2가동(1117052000)","8,498","8,498","199","384","1,186","1,691","1,136","1,191","1,240","908","480","81","2","4,187","4,187","103","202","622","903","611","566","574","390","197","19","0","4,311","4,311","96","182","564","788","525","625","666","518","283","62","2"
"서울특별시 용산구 남영동(1117053000)","6,996","6,996","138","180","829","1,324","763","1,297","1,453","675","293","42","2","4,233","4,233","69","101","379","734","450","883","1,037","421","140","18","1","2,763","2,763","69","79","450","590","313","414","416","254","153","24","1"
"서울특별시 용산구 청파동(1117055500)","18,651","18,651","428","874","3,918","3,545","2,100","2,840","2,550","1,501","784","106","5","8,574","8,574","218","424","1,425","1,805","1,090","1,431","1,228","630","294","27","2","10,077","10,077","210","450","2,493","1,740","1,010","1,409","1,322","871","490","79","3"
"서울특별시 용산구 원효로제1동(1117056000)","17,025","17,025","1,001","918","2,662","4,299","2,596","2,317","1,802","948","404","77","1","7,764","7,764","507","476","968","1,943","1,249","1,137","860","444","150","30","0","9,261","9,261","494","442","1,694","2,356","1,347","1,180","942","504","254","47","1"
"서울특별시 용산구 원효로제2동(1117057000)","13,390","13,390","670","915","1,744","2,415","1,855","2,143","1,917","1,062","559","108","2","6,226","6,226","312","429","724","1,144","916","1,048","933","472","221","27","0","7,164","7,164","358","486","1,020","1,271","939","1,095","984","590","338","81","2"
"서울특별시 용산구 효창동(1117058000)","10,390","10,390","618","667","1,368","2,100","1,576","1,657","1,254","681","393","75","1","4,881","4,881","297","349","602","1,024","758","773","615","291","152","19","1","5,509","5,509","321","318","766","1,076","818","884","639","390","241","56","0"
"서울특별시 용산구 용문동(1117059000)","11,050","11,050","537","591","1,430","2,023","1,442","1,789","1,585","1,059","528","60","6","5,184","5,184","259","292","663","984","723","858","755","432","200","16","2","5,866","5,866","278","299","767","1,039","719","931","830","627","328","44","4"
"서울특별시 용산구 한강로동(1117062500)","20,889","20,889","1,196","926","2,889","4,932","2,880","3,083","2,785","1,387","683","125","3","9,841","9,841","605","467","1,229","2,276","1,410","1,431","1,404","703","275","41","0","11,048","11,048","591","459","1,660","2,656","1,470","1,652","1,381","684","408","84","3"
"서울특별시 용산구 이촌제1동(1117063000)","24,919","24,919","2,039","2,580","2,453","2,966","4,114","4,373","3,190","1,744","1,165","288","7","11,703","11,703","1,058","1,307","1,213","1,313","1,905","2,046","1,544","790","424","101","2","13,216","13,216","981","1,273","1,240","1,653","2,209","2,327","1,646","954","741","187","5"
"서울특별시 용산구 이촌제2동(1117064000)","7,737","7,737","399","428","731","1,335","1,136","1,171","1,265","794","403","73","2","3,630","3,630","192","206","353","673","589","536","562","346","149","23","1","4,107","4,107","207","222","378","662","547","635","703","448","254","50","1"
"서울특별시 용산구 이태원제1동(1117065000)","5,898","5,898","184","232","716","1,186","771","850","981","592","317","68","1","2,906","2,906","89","115","359","664","406","398","482","252","116","25","0","2,992","2,992","95","117","357","522","365","452","499","340","201","43","1"
"서울특별시 용산구 이태원제2동(1117066000)","8,350","8,350","282","418","1,114","1,666","1,256","1,212","1,149","719","461","72","1","3,954","3,954","153","199","559","853","608","568","511","304","170","28","1","4,396","4,396","129","219","555","813","648","644","638","415","291","44","0"
"서울특별시 용산구 한남동(1117068500)","13,719","13,719","822","866","1,390","2,433","2,366","2,187","1,822","1,161","573","97","2","6,402","6,402","421","454","669","1,090","1,129","1,002","842","514","247","33","1","7,317","7,317","401","412","721","1,343","1,237","1,185","980","647","326","64","1"
"서울특별시 용산구 서빙고동(1117069000)","12,045","12,045","594","1,269","1,422","1,431","1,977","2,042","1,738","883","532","148","9","5,774","5,774","303","651","706","696","952","965","856","410","176","53","6","6,271","6,271","291","618","716","735","1,025","1,077","882","473","356","95","3"
"서울특별시 용산구 보광동(1117070000)","6,684","6,684","146","325","728","1,034","889","1,187","1,265","723","325","62","0","3,326","3,326","82","202","406","585","468","585","561","299","121","17","0","3,358","3,358","64","123","322","449","421","602","704","424","204","45","0"
"서울특별시 성동구 (1120000000)","274,606","274,606","15,681","17,165","37,856","48,293","39,573","42,695","38,575","22,283","10,879","1,577","29","132,541","132,541","8,090","8,492","17,996","23,687","19,882","20,842","18,877","10,031","4,213","426","5","142,065","142,065","7,591","8,673","19,860","24,606","19,691","21,853","19,698","12,252","6,666","1,151","24"
"서울특별시 성동구 왕십리제2동(1120052000)","15,774","15,774","945","1,002","1,982","2,956","2,242","2,495","2,207","1,279","578","87","1","7,511","7,511","470","490","916","1,452","1,113","1,213","1,050","562","227","18","0","8,263","8,263","475","512","1,066","1,504","1,129","1,282","1,157","717","351","69","1"
"서울특별시 성동구 왕십리도선동(1120053500)","25,540","25,540","1,800","1,641","3,506","4,461","3,821","4,041","3,308","1,853","967","140","2","12,028","12,028","988","824","1,491","2,033","1,901","1,903","1,640","836","377","35","0","13,512","13,512","812","817","2,015","2,428","1,920","2,138","1,668","1,017","590","105","2"
"서울특별시 성동구 마장동(1120054000)","21,438","21,438","871","1,321","4,009","3,445","2,444","3,234","3,113","1,931","928","141","1","10,465","10,465","460","641","1,930","1,801","1,252","1,577","1,522","890","355","37","0","10,973","10,973","411","680","2,079","1,644","1,192","1,657","1,591","1,041","573","104","1"
"서울특별시 성동구 사근동(1120055000)","11,950","11,950","255","688","4,969","1,606","1,000","1,263","1,009","687","436","37","0","6,206","6,206","143","299","2,697","945","545","594","501","288","178","16","0","5,744","5,744","112","389","2,272","661","455","669","508","399","258","21","0"
"서울특별시 성동구 행당제1동(1120056000)","15,457","15,457","941","1,063","2,210","2,876","2,287","2,382","1,962","1,086","565","82","3","7,311","7,311","483","515","988","1,374","1,135","1,120","956","495","229","15","1","8,146","8,146","458","548","1,222","1,502","1,152","1,262","1,006","591","336","67","2"
"서울특별시 성동구 행당제2동(1120057000)","22,412","22,412","1,503","1,794","2,349","3,540","3,354","3,844","3,034","1,900","942","147","5","10,423","10,423","745","809","1,054","1,692","1,634","1,830","1,454","808","349","47","1","11,989","11,989","758","985","1,295","1,848","1,720","2,014","1,580","1,092","593","100","4"
"서울특별시 성동구 응봉동(1120058000)","14,433","14,433","894","1,365","1,504","2,103","2,399","2,491","1,805","1,157","625","90","0","6,846","6,846","475","692","709","1,015","1,126","1,196","874","488","238","33","0","7,587","7,587","419","673","795","1,088","1,273","1,295","931","669","387","57","0"
"서울특별시 성동구 금호1가동(1120059000)","14,277","14,277","949","1,006","1,332","2,265","2,421","2,211","2,092","1,312","577","109","3","6,757","6,757","484","506","638","1,075","1,237","1,061","945","585","199","27","0","7,520","7,520","465","500","694","1,190","1,184","1,150","1,147","727","378","82","3"
"서울특별시 성동구 금호2.3가동(1120061500)","20,566","20,566","1,363","1,144","2,079","3,746","3,275","3,245","2,918","1,792","880","119","5","9,748","9,748","693","593","1,000","1,796","1,631","1,565","1,333","775","331","30","1","10,818","10,818","670","551","1,079","1,950","1,644","1,680","1,585","1,017","549","89","4"
"서울특별시 성동구 금호4가동(1120062000)","13,869","13,869","1,053","911","1,142","2,420","2,428","2,097","1,908","1,222","586","100","2","6,503","6,503","544","471","539","1,133","1,193","1,001","866","520","209","26","1","7,366","7,366","509","440","603","1,287","1,235","1,096","1,042","702","377","74","1"
"서울특별시 성동구 옥수동(1120064500)","25,080","25,080","2,154","1,630","2,177","4,558","4,359","3,669","3,427","1,975","966","162","3","11,641","11,641","1,080","822","1,015","2,070","2,129","1,722","1,516","883","364","39","1","13,439","13,439","1,074","808","1,162","2,488","2,230","1,947","1,911","1,092","602","123","2"
"서울특별시 성동구 성수1가제1동(1120065000)","14,906","14,906","742","790","1,935","2,899","1,928","2,551","2,472","1,073","454","61","1","7,357","7,357","359","412","954","1,426","993","1,209","1,288","532","168","16","0","7,549","7,549","383","378","981","1,473","935","1,342","1,184","541","286","45","1"
"서울특별시 성동구 성수1가제2동(1120066000)","13,548","13,548","734","751","1,808","2,791","1,979","2,103","1,870","995","466","51","0","6,566","6,566","384","385","858","1,372","957","1,038","905","461","198","8","0","6,982","6,982","350","366","950","1,419","1,022","1,065","965","534","268","43","0"
"서울특별시 성동구 성수2가제1동(1120067000)","13,692","13,692","486","645","1,563","2,312","1,742","2,250","2,726","1,332","558","78","0","7,048","7,048","257","303","784","1,241","929","1,170","1,479","630","234","21","0","6,644","6,644","229","342","779","1,071","813","1,080","1,247","702","324","57","0"
"서울특별시 성동구 성수2가제3동(1120069000)","9,508","9,508","357","464","1,402","1,843","1,263","1,446","1,413","824","438","57","1","4,650","4,650","186","244","634","891","642","731","725","397","178","22","0","4,858","4,858","171","220","768","952","621","715","688","427","260","35","1"
"서울특별시 성동구 송정동(1120072000)","9,116","9,116","297","429","1,221","1,581","1,220","1,496","1,631","853","342","46","0","4,800","4,800","166","220","617","874","674","825","872","403","134","15","0","4,316","4,316","131","209","604","707","546","671","759","450","208","31","0"
"서울특별시 성동구 용답동(1120079000)","13,040","13,040","337","521","2,668","2,891","1,411","1,877","1,680","1,012","571","70","2","6,681","6,681","173","266","1,172","1,497","791","1,087","951","478","245","21","0","6,359","6,359","164","255","1,496","1,394","620","790","729","534","326","49","2"
"서울특별시 광진구 (1121500000)","331,167","331,167","13,508","22,857","54,837","56,825","46,047","51,075","45,849","26,578","11,752","1,796","43","158,534","158,534","6,910","11,561","25,037","28,252","22,503","24,792","22,000","12,070","4,888","508","13","172,633","172,633","6,598","11,296","29,800","28,573","23,544","26,283","23,849","14,508","6,864","1,288","30"
"서울특별시 광진구 화양동(1121571000)","22,755","22,755","268","639","9,814","4,899","1,927","1,902","1,554","1,149","536","66","1","10,724","10,724","140","264","4,119","2,549","1,030","1,050","794","514","241","23","0","12,031","12,031","128","375","5,695","2,350","897","852","760","635","295","43","1"
"서울특별시 광진구 군자동(1121573000)","18,459","18,459","517","909","3,975","3,435","2,361","2,448","2,483","1,507","728","94","2","9,056","9,056","270","509","1,870","1,746","1,203","1,225","1,222","695","297","19","0","9,403","9,403","247","400","2,105","1,689","1,158","1,223","1,261","812","431","75","2"
"서울특별시 광진구 중곡제1동(1121574000)","14,865","14,865","435","636","2,473","3,147","1,882","2,184","2,200","1,242","590","75","1","7,042","7,042","223","343","999","1,538","985","1,074","1,041","566","258","15","0","7,823","7,823","212","293","1,474","1,609","897","1,110","1,159","676","332","60","1"
"서울특별시 광진구 중곡제2동(1121575000)","19,752","19,752","626","1,156","2,959","3,616","2,576","3,147","3,078","1,788","720","85","1","9,309","9,309","316","605","1,322","1,796","1,277","1,455","1,416","791","310","21","0","10,443","10,443","310","551","1,637","1,820","1,299","1,692","1,662","997","410","64","1"
"서울특별시 광진구 중곡제3동(1121576000)","15,164","15,164","495","723","2,072","2,777","1,872","2,419","2,577","1,491","663","73","2","7,420","7,420","276","377","925","1,463","1,005","1,179","1,253","656","263","23","0","7,744","7,744","219","346","1,147","1,314","867","1,240","1,324","835","400","50","2"
"서울특별시 광진구 중곡제4동(1121577000)","26,759","26,759","812","1,529","3,388","4,082","3,279","4,723","4,874","2,775","1,151","142","4","12,938","12,938","427","780","1,679","2,103","1,642","2,189","2,323","1,273","487","33","2","13,821","13,821","385","749","1,709","1,979","1,637","2,534","2,551","1,502","664","109","2"
"서울특별시 광진구 능동(1121578000)","10,811","10,811","349","495","2,077","2,422","1,554","1,415","1,239","837","384","39","0","4,969","4,969","174","248","896","1,138","722","682","550","378","166","15","0","5,842","5,842","175","247","1,181","1,284","832","733","689","459","218","24","0"
"서울특별시 광진구 광장동(1121581000)","32,964","32,964","2,325","5,037","3,515","3,303","6,455","5,811","3,611","1,819","888","196","4","15,950","15,950","1,202","2,582","1,778","1,483","2,906","2,906","1,781","898","343","68","3","17,014","17,014","1,123","2,455","1,737","1,820","3,549","2,905","1,830","921","545","128","1"
"서울특별시 광진구 자양제1동(1121582000)","21,509","21,509","587","1,278","3,643","3,994","2,932","3,316","3,055","1,756","837","108","3","10,337","10,337","298","662","1,724","2,017","1,450","1,627","1,459","736","338","26","0","11,172","11,172","289","616","1,919","1,977","1,482","1,689","1,596","1,020","499","82","3"
"서울특별시 광진구 자양제2동(1121583000)","26,401","26,401","1,555","1,834","3,385","4,927","3,835","4,064","3,678","2,152","842","127","2","12,726","12,726","756","915","1,630","2,453","1,909","1,912","1,750","1,017","346","37","1","13,675","13,675","799","919","1,755","2,474","1,926","2,152","1,928","1,135","496","90","1"
"서울특별시 광진구 자양제3동(1121584000)","26,669","26,669","1,711","2,312","3,258","3,838","4,099","4,321","3,840","2,099","957","224","10","12,785","12,785","908","1,147","1,572","1,855","1,923","2,080","1,839","985","403","69","4","13,884","13,884","803","1,165","1,686","1,983","2,176","2,241","2,001","1,114","554","155","6"
"서울특별시 광진구 자양제4동(1121584700)","19,835","19,835","654","829","3,060","3,787","2,424","3,031","3,120","1,979","805","143","3","9,672","9,672","311","396","1,374","1,978","1,215","1,569","1,580","883","320","45","1","10,163","10,163","343","433","1,686","1,809","1,209","1,462","1,540","1,096","485","98","2"
"서울특별시 광진구 구의제1동(1121585000)","22,856","22,856","682","1,192","4,489","4,600","3,073","3,447","2,907","1,605","745","111","5","10,790","10,790","346","573","1,996","2,254","1,523","1,690","1,376","686","314","32","0","12,066","12,066","336","619","2,493","2,346","1,550","1,757","1,531","919","431","79","5"
"서울특별시 광진구 구의제2동(1121586000)","24,857","24,857","1,071","1,965","3,044","3,519","3,670","4,352","3,827","2,281","981","144","3","11,809","11,809","537","1,003","1,478","1,722","1,758","2,073","1,783","1,012","405","38","0","13,048","13,048","534","962","1,566","1,797","1,912","2,279","2,044","1,269","576","106","3"
"서울특별시 광진구 구의제3동(1121587000)","27,511","27,511","1,421","2,323","3,685","4,479","4,108","4,495","3,806","2,098","925","169","2","13,007","13,007","726","1,157","1,675","2,157","1,955","2,081","1,833","980","397","44","2","14,504","14,504","695","1,166","2,010","2,322","2,153","2,414","1,973","1,118","528","125","0"
"서울특별시 동대문구 (1123000000)","346,241","346,241","17,504","22,618","55,051","53,955","47,779","52,288","48,750","31,084","15,065","2,096","51","168,825","168,825","8,908","11,477","25,715","27,472","24,428","26,319","23,848","14,036","5,982","628","12","177,416","177,416","8,596","11,141","29,336","26,483","23,351","25,969","24,902","17,048","9,083","1,468","39"
"서울특별시 동대문구 신설동(1123051500)","16,375","16,375","801","823","3,093","3,495","2,291","2,263","1,954","1,067","521","66","1","8,046","8,046","417","442","1,335","1,671","1,195","1,188","1,052","505","219","22","0","8,329","8,329","384","381","1,758","1,824","1,096","1,075","902","562","302","44","1"
"서울특별시 동대문구 용두동(1123053300)","22,573","22,573","947","1,054","3,729","3,896","3,156","3,475","3,163","1,986","1,010","154","3","11,077","11,077","486","529","1,714","1,978","1,635","1,776","1,613","902","395","48","1","11,496","11,496","461","525","2,015","1,918","1,521","1,699","1,550","1,084","615","106","2"
"서울특별시 동대문구 제기동(1123054500)","22,291","22,291","681","1,061","4,240","3,145","2,358","3,285","3,498","2,507","1,329","182","5","11,429","11,429","341","581","2,220","1,747","1,299","1,747","1,773","1,128","538","55","0","10,862","10,862","340","480","2,020","1,398","1,059","1,538","1,725","1,379","791","127","5"
"서울특별시 동대문구 전농제1동(1123056000)","32,262","32,262","1,759","2,109","4,607","4,804","4,571","5,299","4,699","2,817","1,380","210","7","16,016","16,016","885","1,053","2,202","2,514","2,343","2,709","2,424","1,292","532","62","0","16,246","16,246","874","1,056","2,405","2,290","2,228","2,590","2,275","1,525","848","148","7"
"서울특별시 동대문구 전농제2동(1123057000)","17,349","17,349","869","1,408","1,798","2,189","2,381","3,011","2,863","1,782","929","115","4","8,263","8,263","436","693","896","1,103","1,171","1,477","1,301","778","362","45","1","9,086","9,086","433","715","902","1,086","1,210","1,534","1,562","1,004","567","70","3"
"서울특별시 동대문구 답십리제1동(1123060000)","27,251","27,251","1,961","1,916","3,518","4,907","4,533","3,871","3,491","1,978","937","137","2","12,989","12,989","1,016","951","1,452","2,337","2,293","1,920","1,725","887","373","35","0","14,262","14,262","945","965","2,066","2,570","2,240","1,951","1,766","1,091","564","102","2"
"서울특별시 동대문구 답십리제2동(1123061000)","27,346","27,346","1,517","1,617","2,848","4,514","3,663","4,359","4,455","2,823","1,370","177","3","13,079","13,079","726","799","1,378","2,278","1,864","2,108","2,087","1,255","534","50","0","14,267","14,267","791","818","1,470","2,236","1,799","2,251","2,368","1,568","836","127","3"
