"행정구역","2023년12월_계_총세대수","2023년12월_계_연령구간세대수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상","2023년12월_남_총세대수","2023년12월_남_연령구간세대수","2023년12월_남_0~9세","2023년12월_남_10~19세","2023년12월_남_20~29세","2023년12월_남_30~39세","2023년12월_남_40~49세","2023년12월_남_50~59세","2023년12월_남_60~69세","2023년12월_남_70~79세","2023년12월_남_80~89세","2023년12월_남_90~99세","2023년12월_남_100세 이상","2023년12월_여_총세대수","2023년12월_여_연령구간세대수","2023년12월_여_0~9세","2023년12월_여_10~19세","2023년12월_여_20~29세","2023년12월_여_30~39세","2023년12월_여_40~49세","2023년12월_여_50~59세","2023년12월_여_60~69세","2023년12월_여_70~79세","2023년12월_여_80~89세","2023년12월_여_90~99세","2023년12월_여_100세 이상"
"경상북도 경산시 와촌면(4729031000)","1,497","1,497","0","0","65","92","146","294","445","238","192","25","0","853","853","0","0","39","60","118","201","281","112","39","3","0","644","644","0","0","26","32","28","93","164","126","153","22","0"
"경상북도 경산시 자인면(4729033000)","1,474","1,474","0","6","61","68","127","271","374","309","212","43","3","766","766","0","3","28","51","100","175","227","141","37","4","0","708","708","0","3","33","17","27","96","147","168","175","39","3"
"경상북도 경산시 용성면(4729034000)","947","947","0","0","16","26","48","164","273","232","159","29","0","527","527","0","0","10","17","41","126","183","113","34","3","0","420","420","0","0","6","9","7","38","90","119","125","26","0"
"경상북도 경산시 남산면(4729035000)","951","951","0","0","31","34","54","162","271","180","189","29","1","509","509","0","0","25","24","40","109","189","82","37","3","0","442","442","0","0","6","10","14","53","82","98","152","26","1"
"경상북도 경산시 남천면(4729037000)","715","715","0","0","21","28","48","137","193","151","113","22","2","367","367","0","0","12","20","33","105","113","63","17","4","0","348","348","0","0","9","8","15","32","80","88","96","18","2"
"경상북도 경산시 중방동(4729051000)","2,364","2,364","1","5","414","365","300","374","474","271","136","23","1","1,080","1,080","0","2","181","231","181","183","196","80","23","3","0","1,284","1,284","1","3","233","134","119","191","278","191","113","20","1"
"경상북도 경산시 중앙동(4729052000)","1,941","1,941","0","3","274","255","192","333","434","240","186","24","0","942","942","0","1","124","175","120","191","236","65","29","1","0","999","999","0","2","150","80","72","142","198","175","157","23","0"
"경상북도 경산시 남부동(4729053000)","2,862","2,862","1","4","207","304","399","542","651","442","282","28","2","1,313","1,313","0","4","106","212","244","285","269","130","59","4","0","1,549","1,549","1","0","101","92","155","257","382","312","223","24","2"
"경상북도 경산시 서부1동(4729054100)","5,249","5,249","2","7","421","639","716","1,069","1,187","704","449","54","1","2,363","2,363","1","2","216","394","423","583","467","184","80","12","1","2,886","2,886","1","5","205","245","293","486","720","520","369","42","0"
"경상북도 경산시 서부2동(4729054200)","3,499","3,499","0","5","332","581","484","579","664","521","292","40","1","1,385","1,385","0","1","171","393","274","199","180","105","55","7","0","2,114","2,114","0","4","161","188","210","380","484","416","237","33","1"
"경상북도 경산시 북부동(4729055000)","7,104","7,104","2","102","2,874","1,219","842","830","664","338","200","32","1","4,320","4,320","2","31","1,583","880","653","580","389","144","54","4","0","2,784","2,784","0","71","1,291","339","189","250","275","194","146","28","1"
"경상북도 경산시 동부동(4729056000)","7,493","7,493","2","51","1,401","1,082","1,020","1,330","1,370","695","459","80","3","3,810","3,810","2","21","817","699","643","723","591","205","101","8","0","3,683","3,683","0","30","584","383","377","607","779","490","358","72","3"
"경상북도 의성군 (4773000000)","15,961","15,961","1","85","596","820","1,201","2,629","3,900","2,898","3,203","609","19","7,459","7,459","1","60","336","550","830","1,757","2,269","1,043","530","82","1","8,502","8,502","0","25","260","270","371","872","1,631","1,855","2,673","527","18"
"경상북도 의성군 의성읍(4773025000)","3,366","3,366","0","14","240","297","352","620","733","537","490","82","1","1,536","1,536","0","6","119","189","224","378","360","175","71","14","0","1,830","1,830","0","8","121","108","128","242","373","362","419","68","1"
"경상북도 의성군 단촌면(4773031000)","663","663","0","0","12","29","50","107","163","122","161","17","2","310","310","0","0","8","22","37","78","100","35","25","5","0","353","353","0","0","4","7","13","29","63","87","136","12","2"
"경상북도 의성군 점곡면(4773032000)","599","599","0","0","22","25","30","90","162","112","130","28","0","284","284","0","0","16","14","27","69","94","39","21","4","0","315","315","0","0","6","11","3","21","68","73","109","24","0"
"경상북도 의성군 옥산면(4773033000)","526","526","0","0","8","13","31","96","130","115","108","24","1","250","250","0","0","7","8","19","69","82","42","19","4","0","276","276","0","0","1","5","12","27","48","73","89","20","1"
"경상북도 의성군 사곡면(4773034000)","532","532","0","0","4","13","21","85","158","87","132","29","3","236","236","0","0","3","10","16","58","92","34","20","2","1","296","296","0","0","1","3","5","27","66","53","112","27","2"
"경상북도 의성군 춘산면(4773035000)","380","380","0","0","6","8","20","57","114","87","75","12","1","198","198","0","0","4","6","12","36","79","39","19","3","0","182","182","0","0","2","2","8","21","35","48","56","9","1"
"경상북도 의성군 가음면(4773036000)","505","505","0","1","8","9","24","79","151","98","116","18","1","250","250","0","1","4","5","16","49","100","48","25","2","0","255","255","0","0","4","4","8","30","51","50","91","16","1"
"경상북도 의성군 금성면(4773037000)","1,463","1,463","0","2","34","66","92","242","377","283","305","59","3","682","682","0","1","22","41","70","172","217","101","51","7","0","781","781","0","1","12","25","22","70","160","182","254","52","3"
"경상북도 의성군 봉양면(4773038000)","1,471","1,471","0","64","83","99","138","253","324","234","220","54","2","708","708","0","52","37","62","86","157","179","82","42","11","0","763","763","0","12","46","37","52","96","145","152","178","43","2"
"경상북도 의성군 비안면(4773039000)","861","861","0","1","16","32","57","127","241","165","183","38","1","412","412","0","0","13","27","43","90","146","62","27","4","0","449","449","0","1","3","5","14","37","95","103","156","34","1"
"경상북도 의성군 구천면(4773040000)","523","523","0","0","7","18","27","90","123","101","140","17","0","253","253","0","0","5","11","21","67","81","43","24","1","0","270","270","0","0","2","7","6","23","42","58","116","16","0"
"경상북도 의성군 단밀면(4773041000)","528","528","0","0","16","22","29","76","135","100","128","22","0","245","245","0","0","11","15","24","50","87","32","25","1","0","283","283","0","0","5","7","5","26","48","68","103","21","0"
"경상북도 의성군 단북면(4773042000)","563","563","0","1","18","21","49","79","108","117","143","27","0","247","247","0","0","13","13","39","62","63","39","14","4","0","316","316","0","1","5","8","10","17","45","78","129","23","0"
"경상북도 의성군 안계면(4773043000)","1,348","1,348","1","0","72","79","116","232","320","227","245","56","0","602","602","1","0","39","55","80","146","161","80","36","4","0","746","746","0","0","33","24","36","86","159","147","209","52","0"
"경상북도 의성군 다인면(4773044000)","1,221","1,221","0","0","30","52","90","183","287","221","299","58","1","562","562","0","0","23","44","61","125","179","69","54","7","0","659","659","0","0","7","8","29","58","108","152","245","51","1"
"경상북도 의성군 신평면(4773045000)","322","322","0","0","8","9","18","56","76","59","80","15","1","161","161","0","0","5","6","13","38","55","25","18","1","0","161","161","0","0","3","3","5","18","21","34","62","14","1"
"경상북도 의성군 안평면(4773046000)","701","701","0","1","2","17","29","108","199","146","164","35","0","338","338","0","0","1","14","21","77","123","67","30","5","0","363","363","0","1","1","3","8","31","76","79","134","30","0"
"경상북도 의성군 안사면(4773047000)","389","389","0","1","10","11","28","49","99","87","84","18","2","185","185","0","0","6","8","21","36","71","31","9","3","0","204","204","0","1","4","3","7","13","28","56","75","15","2"
"경상북도 청송군 (4775000000)","7,440","7,440","0","5","296","486","602","1,335","1,812","1,297","1,357","247","3","3,639","3,639","0","2","209","397","431","871","990","456","248","35","0","3,801","3,801","0","3","87","89","171","464","822","841","1,109","212","3"
"경상북도 청송군 청송읍(4775025000)","1,309","1,309","0","0","77","134","119","261","261","204","214","38","1","611","611","0","0","49","94","72","166","132","68","27","3","0","698","698","0","0","28","40","47","95","129","136","187","35","1"
"경상북도 청송군 주왕산면(4775031500)","586","586","0","0","12","24","36","117","149","102","125","21","0","278","278","0","0","9","20","25","77","86","38","20","3","0","308","308","0","0","3","4","11","40","63","64","105","18","0"
"경상북도 청송군 부남면(4775032000)","742","742","0","2","11","27","41","131","208","132","153","37","0","346","346","0","2","8","20","32","84","115","50","31","4","0","396","396","0","0","3","7","9","47","93","82","122","33","0"
"경상북도 청송군 현동면(4775033000)","624","624","0","0","23","21","64","119","140","118","116","22","1","320","320","0","0","17","17","48","80","83","42","29","4","0","304","304","0","0","6","4","16","39","57","76","87","18","1"
"경상북도 청송군 현서면(4775034000)","727","727","0","1","13","25","47","134","232","131","121","23","0","355","355","0","0","9","21","38","83","127","44","30","3","0","372","372","0","1","4","4","9","51","105","87","91","20","0"
"경상북도 청송군 안덕면(4775035000)","866","866","0","0","11","23","48","164","209","189","184","37","1","400","400","0","0","7","20","31","115","120","63","36","8","0","466","466","0","0","4","3","17","49","89","126","148","29","1"
"경상북도 청송군 파천면(4775036000)","568","568","0","0","14","18","32","90","149","107","135","23","0","275","275","0","0","7","16","27","62","94","43","21","5","0","293","293","0","0","7","2","5","28","55","64","114","18","0"
"경상북도 청송군 진보면(4775037000)","2,018","2,018","0","2","135","214","215","319","464","314","309","46","0","1,054","1,054","0","0","103","189","158","204","233","108","54","5","0","964","964","0","2","32","25","57","115","231","206","255","41","0"
"경상북도 영양군 (4776000000)","4,765","4,765","2","3","161","255","371","869","1,171","841","926","161","5","2,282","2,282","2","2","67","169","290","613","675","284","161","19","0","2,483","2,483","0","1","94","86","81","256","496","557","765","142","5"
"경상북도 영양군 영양읍(4776025000)","1,935","1,935","1","2","121","196","194","352","430","308","280","50","1","912","912","1","1","50","127","143","228","216","96","42","8","0","1,023","1,023","0","1","71","69","51","124","214","212","238","42","1"
"경상북도 영양군 입암면(4776031000)","647","647","1","0","10","16","54","108","158","121","146","33","0","294","294","1","0","4","11","47","77","85","36","29","4","0","353","353","0","0","6","5","7","31","73","85","117","29","0"
"경상북도 영양군 청기면(4776032000)","519","519","0","0","3","3","24","99","148","85","135","19","3","265","265","0","0","2","2","23","83","96","31","27","1","0","254","254","0","0","1","1","1","16","52","54","108","18","3"
"경상북도 영양군 일월면(4776033000)","487","487","0","0","4","12","21","82","125","105","120","18","0","229","229","0","0","3","9","16","55","84","39","21","2","0","258","258","0","0","1","3","5","27","41","66","99","16","0"
"경상북도 영양군 수비면(4776034000)","534","534","0","0","12","15","38","90","144","97","114","24","0","269","269","0","0","6","13","31","66","89","38","22","4","0","265","265","0","0","6","2","7","24","55","59","92","20","0"
"경상북도 영양군 석보면(4776035000)","643","643","0","1","11","13","40","138","166","125","131","17","1","313","313","0","1","2","7","30","104","105","44","20","0","0","330","330","0","0","9","6","10","34","61","81","111","17","1"
"경상북도 영덕군 (4777000000)","10,691","10,691","0","10","387","520","764","1,849","2,572","2,045","2,166","368","10","4,493","4,493","0","4","218","338","495","1,123","1,344","614","318","39","0","6,198","6,198","0","6","169","182","269","726","1,228","1,431","1,848","329","10"
"경상북도 영덕군 영덕읍(4777025000)","2,641","2,641","0","3","196","227","259","513","568","420","396","59","0","1,162","1,162","0","2","103","150","157","299","279","113","55","4","0","1,479","1,479","0","1","93","77","102","214","289","307","341","55","0"
"경상북도 영덕군 강구면(4777031000)","1,831","1,831","0","2","49","87","154","342","461","353","335","47","1","724","724","0","0","35","55","97","187","205","104","39","2","0","1,107","1,107","0","2","14","32","57","155","256","249","296","45","1"
"경상북도 영덕군 남정면(4777032000)","860","860","0","0","18","24","51","142","239","174","176","35","1","393","393","0","0","9","17","34","97","148","55","27","6","0","467","467","0","0","9","7","17","45","91","119","149","29","1"
"경상북도 영덕군 달산면(4777033000)","448","448","0","0","6","6","13","64","118","95","118","28","0","185","185","0","0","6","5","8","41","73","32","15","5","0","263","263","0","0","0","1","5","23","45","63","103","23","0"
"경상북도 영덕군 지품면(4777034000)","461","461","0","0","7","5","25","68","123","91","125","17","0","215","215","0","0","6","5","22","48","72","34","24","4","0","246","246","0","0","1","0","3","20","51","57","101","13","0"
"경상북도 영덕군 지품면원전출장소(4777034500)","169","169","0","0","1","2","7","26","53","35","37","7","1","72","72","0","0","1","1","6","18","29","10","7","0","0","97","97","0","0","0","1","1","8","24","25","30","7","1"
"경상북도 영덕군 축산면(4777035000)","287","287","0","0","3","6","15","43","68","52","85","15","0","125","125","0","0","2","3","9","32","44","18","17","0","0","162","162","0","0","1","3","6","11","24","34","68","15","0"
"경상북도 영덕군 축산면축산출장소(4777035500)","543","543","0","0","11","14","35","101","126","131","112","12","1","214","214","0","0","8","8","20","68","62","28","18","2","0","329","329","0","0","3","6","15","33","64","103","94","10","1"
"경상북도 영덕군 영해면(4777036000)","1,902","1,902","0","3","80","102","128","327","430","365","388","76","3","738","738","0","1","36","64","79","187","204","103","56","8","0","1,164","1,164","0","2","44","38","49","140","226","262","332","68","3"
"경상북도 영덕군 병곡면(4777037000)","972","972","0","2","15","29","46","148","235","203","244","49","1","402","402","0","1","11","17","36","98","137","65","34","3","0","570","570","0","1","4","12","10","50","98","138","210","46","1"
"경상북도 영덕군 창수면(4777038000)","577","577","0","0","1","18","31","75","151","126","150","23","2","263","263","0","0","1","13","27","48","91","52","26","5","0","314","314","0","0","0","5","4","27","60","74","124","18","2"
"경상북도 청도군 (4782000000)","12,440","12,440","0","18","328","541","960","2,201","3,467","2,321","2,140","454","10","5,907","5,907","0","10","167","353","649","1,354","1,991","931","406","46","0","6,533","6,533","0","8","161","188","311","847","1,476","1,390","1,734","408","10"
"경상북도 청도군 화양읍(4782025000)","1,522","1,522","0","10","64","99","165","311","372","252","199","49","1","709","709","0","6","35","65","104","179","173","97","44","6","0","813","813","0","4","29","34","61","132","199","155","155","43","1"
"경상북도 청도군 화양읍남성현출장소(4782025100)","363","363","0","0","5","11","29","50","96","75","82","15","0","175","175","0","0","4","8","21","30","61","32","17","2","0","188","188","0","0","1","3","8","20","35","43","65","13","0"
"경상북도 청도군 청도읍(4782025300)","2,499","2,499","0","2","94","145","232","448","650","468","385","72","3","1,110","1,110","0","0","48","96","156","252","331","157","61","9","0","1,389","1,389","0","2","46","49","76","196","319","311","324","63","3"
"경상북도 청도군 청도읍유호출장소(4782025400)","523","523","0","0","10","12","41","79","155","113","89","24","0","237","237","0","0","5","8","27","55","88","41","13","0","0","286","286","0","0","5","4","14","24","67","72","76","24","0"
"경상북도 청도군 각남면(4782031000)","717","717","0","0","16","19","50","112","180","154","139","47","0","312","312","0","0","10","11","39","67","109","55","19","2","0","405","405","0","0","6","8","11","45","71","99","120","45","0"
"경상북도 청도군 풍각면(4782032000)","1,296","1,296","0","3","28","52","95","216","393","237","223","47","2","626","626","0","2","16","34","66","139","228","91","46","4","0","670","670","0","1","12","18","29","77","165","146","177","43","2"
"경상북도 청도군 각북면(4782033000)","798","798","0","1","18","31","46","137","249","155","133","28","0","396","396","0","1","8","18","26","77","161","70","33","2","0","402","402","0","0","10","13","20","60","88","85","100","26","0"
"경상북도 청도군 이서면(4782034000)","1,310","1,310","0","1","36","64","98","204","372","244","240","50","1","609","609","0","1","14","40","67","124","207","102","53","1","0","701","701","0","0","22","24","31","80","165","142","187","49","1"
"경상북도 청도군 운문면(4782035000)","813","813","0","0","13","19","48","148","275","142","140","26","2","415","415","0","0","8","11","30","104","173","65","19","5","0","398","398","0","0","5","8","18","44","102","77","121","21","2"
"경상북도 청도군 금천면(4782036000)","1,199","1,199","0","0","22","38","67","248","333","229","216","46","0","630","630","0","0","8","27","54","164","217","108","43","9","0","569","569","0","0","14","11","13","84","116","121","173","37","0"
"경상북도 청도군 매전면(4782037000)","1,400","1,400","0","1","22","51","89","248","392","252","294","50","1","688","688","0","0","11","35","59","163","243","113","58","6","0","712","712","0","1","11","16","30","85","149","139","236","44","1"
"경상북도 고령군 (4783000000)","9,127","9,127","2","10","344","466","849","1,762","2,532","1,598","1,320","241","3","4,798","4,798","1","8","197","320","602","1,195","1,520","682","238","35","0","4,329","4,329","1","2","147","146","247","567","1,012","916","1,082","206","3"
"경상북도 고령군 대가야읍(4783025300)","2,627","2,627","0","3","152","154","291","530","695","423","322","56","1","1,315","1,315","0","3","82","106","198","329","381","155","53","8","0","1,312","1,312","0","0","70","48","93","201","314","268","269","48","1"
"경상북도 고령군 덕곡면(4783031000)","553","553","0","1","10","16","34","82","170","104","114","21","1","270","270","0","1","5","9","21","52","114","45","17","6","0","283","283","0","0","5","7","13","30","56","59","97","15","1"
"경상북도 고령군 운수면(4783032000)","640","640","0","0","13","30","49","115","178","106","129","20","0","327","327","0","0","10","20","31","82","113","45","22","4","0","313","313","0","0","3","10","18","33","65","61","107","16","0"
"경상북도 고령군 성산면(4783033000)","914","914","1","0","28","56","83","177","265","151","127","26","0","545","545","0","0","18","41","68","141","173","79","24","1","0","369","369","1","0","10","15","15","36","92","72","103","25","0"
"경상북도 고령군 다산면(4783034000)","1,933","1,933","1","2","78","114","201","415","551","333","211","27","0","1,061","1,061","1","1","44","80","138","285","302","153","49","8","0","872","872","0","1","34","34","63","130","249","180","162","19","0"
"경상북도 고령군 개진면(4783035000)","794","794","0","0","18","42","64","150","227","159","110","24","0","458","458","0","0","12","25","56","115","153","78","19","0","0","336","336","0","0","6","17","8","35","74","81","91","24","0"
"경상북도 고령군 우곡면(4783036000)","529","529","0","0","11","18","44","91","138","96","107","24","0","277","277","0","0","9","14","34","61","96","41","20","2","0","252","252","0","0","2","4","10","30","42","55","87","22","0"
"경상북도 고령군 쌍림면(4783037000)","1,137","1,137","0","4","34","36","83","202","308","226","200","43","1","545","545","0","3","17","25","56","130","188","86","34","6","0","592","592","0","1","17","11","27","72","120","140","166","37","1"
"경상북도 성주군 (4784000000)","12,967","12,967","3","38","461","801","1,309","2,611","3,651","2,119","1,622","341","11","7,145","7,145","2","15","315","563","960","1,766","2,257","909","305","50","3","5,822","5,822","1","23","146","238","349","845","1,394","1,210","1,317","291","8"
"경상북도 성주군 성주읍(4784025000)","3,327","3,327","2","2","231","345","426","688","800","453","305","72","3","1,753","1,753","1","0","138","238","296","433","446","145","47","9","0","1,574","1,574","1","2","93","107","130","255","354","308","258","63","3"
"경상북도 성주군 선남면(4784031000)","1,976","1,976","0","32","60","118","227","437","560","304","204","31","3","1,211","1,211","0","12","44","83","191","316","365","151","45","3","1","765","765","0","20","16","35","36","121","195","153","159","28","2"
"경상북도 성주군 용암면(4784032000)","1,304","1,304","0","1","30","61","123","278","412","217","143","39","0","797","797","0","1","24","48","91","206","275","119","27","6","0","507","507","0","0","6","13","32","72","137","98","116","33","0"
"경상북도 성주군 수륜면(4784033000)","1,250","1,250","0","1","20","51","96","243","398","216","186","36","3","646","646","0","0","15","36","59","142","248","106","34","4","2","604","604","0","1","5","15","37","101","150","110","152","32","1"
"경상북도 성주군 가천면(4784034000)","752","752","0","1","8","24","56","134","246","132","118","32","1","366","366","0","1","6","18","42","84","142","48","22","3","0","386","386","0","0","2","6","14","50","104","84","96","29","1"
"경상북도 성주군 금수면(4784035000)","517","517","0","0","5","26","49","100","146","98","75","18","0","279","279","0","0","3","18","37","63","93","45","17","3","0","238","238","0","0","2","8","12","37","53","53","58","15","0"
"경상북도 성주군 대가면(4784036000)","717","717","0","0","22","37","50","141","191","134","115","27","0","367","367","0","0","17","23","35","102","113","49","22","6","0","350","350","0","0","5","14","15","39","78","85","93","21","0"
"경상북도 성주군 벽진면(4784037000)","878","878","1","0","17","28","73","145","252","182","147","33","0","465","465","1","0","15","19","53","104","163","75","28","7","0","413","413","0","0","2","9","20","41","89","107","119","26","0"
"경상북도 성주군 초전면(4784038000)","1,275","1,275","0","1","40","62","116","269","340","212","205","30","0","673","673","0","1","31","40","81","188","208","89","33","2","0","602","602","0","0","9","22","35","81","132","123","172","28","0"
"경상북도 성주군 월항면(4784039000)","971","971","0","0","28","49","93","176","306","171","124","23","1","588","588","0","0","22","40","75","128","204","82","30","7","0","383","383","0","0","6","9","18","48","102","89","94","16","1"
"경상북도 칠곡군 (4785000000)","24,757","24,757","16","56","1,834","3,581","4,345","5,158","4,902","2,575","1,952","329","9","14,478","14,478","10","31","1,186","2,512","3,207","3,347","2,776","992","378","39","0","10,279","10,279","6","25","648","1,069","1,138","1,811","2,126","1,583","1,574","290","9"
"경상북도 칠곡군 왜관읍(4785025000)","6,135","6,135","8","20","435","662","815","1,343","1,382","754","611","104","1","3,167","3,167","6","12","266","470","578","791","681","244","103","16","0","2,968","2,968","2","8","169","192","237","552","701","510","508","88","1"
"경상북도 칠곡군 북삼읍(4785025300)","4,267","4,267","1","4","295","505","890","1,094","840","386","219","33","0","2,472","2,472","0","0","186","361","596","674","474","140","37","4","0","1,795","1,795","1","4","109","144","294","420","366","246","182","29","0"
"경상북도 칠곡군 석적읍(4785025600)","7,376","7,376","7","24","904","2,082","1,998","1,230","675","282","164","9","1","4,996","4,996","4","14","604","1,448","1,549","868","362","116","30","1","0","2,380","2,380","3","10","300","634","449","362","313","166","134","8","1"
"경상북도 칠곡군 지천면(4785031000)","1,331","1,331","0","2","40","60","112","242","379","254","204","37","1","807","807","0","1","30","42","100","185","272","121","47","9","0","524","524","0","1","10","18","12","57","107","133","157","28","1"
"경상북도 칠곡군 동명면(4785032000)","1,578","1,578","0","2","38","68","113","312","464","286","231","62","2","803","803","0","2","26","53","83","211","260","123","43","2","0","775","775","0","0","12","15","30","101","204","163","188","60","2"
"경상북도 칠곡군 가산면(4785033000)","1,091","1,091","0","0","24","50","86","256","324","188","139","24","0","652","652","0","0","14","35","64","183","228","90","36","2","0","439","439","0","0","10","15","22","73","96","98","103","22","0"
"경상북도 칠곡군 약목면(4785036000)","2,193","2,193","0","4","62","108","249","526","628","308","268","37","3","1,154","1,154","0","2","34","73","174","331","372","112","53","3","0","1,039","1,039","0","2","28","35","75","195","256","196","215","34","3"
"경상북도 칠곡군 기산면(4785037000)","786","786","0","0","36","46","82","155","210","117","116","23","1","427","427","0","0","26","30","63","104","127","46","29","2","0","359","359","0","0","10","16","19","51","83","71","87","21","1"
"경상북도 예천군 (4790000000)","12,727","12,727","1","14","846","1,005","1,081","2,021","2,787","2,094","2,383","484","11","5,953","5,953","1","8","494","695","720","1,268","1,570","717","424","55","1","6,774","6,774","0","6","352","310","361","753","1,217","1,377","1,959","429","10"
"경상북도 예천군 예천읍(4790025000)","3,394","3,394","1","9","208","239","341","630","797","607","478","84","0","1,575","1,575","1","5","123","177","230","378","381","188","82","10","0","1,819","1,819","0","4","85","62","111","252","416","419","396","74","0"
"경상북도 예천군 용문면(4790031000)","760","760","0","0","12","11","31","109","181","156","211","49","0","363","363","0","0","11","9","22","87","122","65","42","5","0","397","397","0","0","1","2","9","22","59","91","169","44","0"
"경상북도 예천군 감천면(4790034000)","788","788","0","0","9","21","40","91","211","157","212","47","0","371","371","0","0","8","19","32","64","146","54","40","8","0","417","417","0","0","1","2","8","27","65","103","172","39","0"
"경상북도 예천군 보문면(4790035000)","501","501","0","0","6","11","20","78","139","85","134","27","1","235","235","0","0","6","5","13","65","94","28","21","3","0","266","266","0","0","0","6","7","13","45","57","113","24","1"
"경상북도 예천군 호명면(4790036000)","2,651","2,651","0","3","436","589","376","470","377","176","196","26","2","1,300","1,300","0","1","204","382","211","238","158","64","38","4","0","1,351","1,351","0","2","232","207","165","232","219","112","158","22","2"
"경상북도 예천군 유천면(4790037000)","771","771","0","2","120","38","39","77","136","126","179","51","3","368","368","0","2","101","32","34","51","75","36","32","4","1","403","403","0","0","19","6","5","26","61","90","147","47","2"
"경상북도 예천군 용궁면(4790038000)","706","706","0","0","10","12","47","95","153","168","183","36","2","300","300","0","0","7","9","40","64","83","58","34","5","0","406","406","0","0","3","3","7","31","70","110","149","31","2"
"경상북도 예천군 개포면(4790039000)","507","507","0","0","3","3","26","75","133","100","137","29","1","234","234","0","0","2","2","20","60","94","33","21","2","0","273","273","0","0","1","1","6","15","39","67","116","27","1"
"경상북도 예천군 지보면(4790040000)","868","868","0","0","12","29","52","130","183","186","231","45","0","402","402","0","0","10","19","41","90","123","67","49","3","0","466","466","0","0","2","10","11","40","60","119","182","42","0"
"경상북도 예천군 풍양면(4790041000)","1,015","1,015","0","0","23","37","82","132","237","181","269","54","0","430","430","0","0","18","30","56","86","143","56","35","6","0","585","585","0","0","5","7","26","46","94","125","234","48","0"
"경상북도 예천군 효자면(4790042000)","395","395","0","0","4","9","12","71","143","71","70","15","0","194","194","0","0","2","6","9","40","90","33","12","2","0","201","201","0","0","2","3","3","31","53","38","58","13","0"
"경상북도 예천군 은풍면(4790043000)","371","371","0","0","3","6","15","63","97","81","83","21","2","181","181","0","0","2","5","12","45","61","35","18","3","0","190","190","0","0","1","1","3","18","36","46","65","18","2"
"경상북도 봉화군 (4792000000)","8,770","8,770","0","158","268","362","676","1,540","2,336","1,495","1,623","305","7","4,398","4,398","0","55","173","265","504","1,026","1,419","584","323","49","0","4,372","4,372","0","103","95","97","172","514","917","911","1,300","256","7"
"경상북도 봉화군 봉화읍(4792025000)","2,336","2,336","0","107","126","138","219","382","521","397","360","83","3","1,093","1,093","0","22","72","99","146","251","281","136","73","13","0","1,243","1,243","0","85","54","39","73","131","240","261","287","70","3"
"경상북도 봉화군 물야면(4792031000)","846","846","0","1","9","21","47","142","244","168","186","27","1","429","429","0","1","8","17","39","99","144","73","40","8","0","417","417","0","0","1","4","8","43","100","95","146","19","1"
"경상북도 봉화군 봉성면(4792032000)","555","555","0","0","9","15","31","79","157","91","141","31","1","230","230","0","0","6","11","23","46","86","37","18","3","0","325","325","0","0","3","4","8","33","71","54","123","28","1"
"경상북도 봉화군 법전면(4792033000)","576","576","0","1","4","11","20","81","188","99","149","23","0","286","286","0","1","2","9","13","63","126","33","34","5","0","290","290","0","0","2","2","7","18","62","66","115","18","0"
"경상북도 봉화군 춘양면(4792034000)","1,378","1,378","0","48","52","66","108","256","348","210","243","47","0","658","658","0","30","30","41","71","160","191","74","55","6","0","720","720","0","18","22","25","37","96","157","136","188","41","0"
"경상북도 봉화군 소천면(4792035000)","810","810","0","0","6","16","53","164","257","142","147","25","0","416","416","0","0","3","10","41","110","166","53","29","4","0","394","394","0","0","3","6","12","54","91","89","118","21","0"
"경상북도 봉화군 재산면(4792036000)","479","479","0","0","8","12","27","99","142","77","95","19","0","238","238","0","0","6","8","18","56","89","44","16","1","0","241","241","0","0","2","4","9","43","53","33","79","18","0"
"경상북도 봉화군 명호면(4792037000)","647","647","0","1","10","12","44","133","193","126","115","11","2","362","362","0","1","7","9","40","96","133","55","21","0","0","285","285","0","0","3","3","4","37","60","71","94","11","2"
"경상북도 봉화군 상운면(4792038000)","548","548","0","0","14","16","34","84","138","120","118","24","0","280","280","0","0","13","12","26","51","98","48","28","4","0","268","268","0","0","1","4","8","33","40","72","90","20","0"
"경상북도 봉화군 석포면(4792039000)","595","595","0","0","30","55","93","120","148","65","69","15","0","406","406","0","0","26","49","87","94","105","31","9","5","0","189","189","0","0","4","6","6","26","43","34","60","10","0"
"경상북도 울진군 (4793000000)","13,218","13,218","2","24","929","980","1,208","2,410","3,021","2,081","2,084","470","9","6,431","6,431","0","18","601","705","826","1,561","1,629","707","339","43","2","6,787","6,787","2","6","328","275","382","849","1,392","1,374","1,745","427","7"
"경상북도 울진군 울진읍(4793025000)","2,598","2,598","0","7","268","274","295","490","507","359","327","70","1","1,286","1,286","0","5","152","190","195","293","272","117","54","8","0","1,312","1,312","0","2","116","84","100","197","235","242","273","62","1"
"경상북도 울진군 평해읍(4793025300)","923","923","0","6","36","38","63","153","193","195","182","57","0","377","377","0","6","21","27","40","103","93","62","23","2","0","546","546","0","0","15","11","23","50","100","133","159","55","0"
