"행정구역","2025년12월_전체세대","2025년12월_1인세대","2025년12월_2인세대","2025년12월_3인세대","2025년12월_4인세대","2025년12월_5인세대","2025년12월_6인세대","2025년12월_7인세대","2025년12월_8인세대","2025년12월_9인세대","2025년12월_10인이상세대"
"서울특별시 종로구 창신제2동(1111068000)","3,893","2,047","935","513","302","70","24","0","2","0","0"
"서울특별시 종로구 창신제3동(1111069000)","2,738","956","771","554","345","89","19","3","1","0","0"
"서울특별시 종로구 숭인제1동(1111070000)","3,003","1,521","712","417","274","58","19","0","1","1","0"
"서울특별시 종로구 숭인제2동(1111071000)","7,033","5,102","1,089","494","278","58","11","1","0","0","0"
"서울특별시 중구 (1114000000)","63,817","34,372","14,351","8,422","5,060","1,184","308","78","24","8","10"
"서울특별시 중구 소공동(1114052000)","1,236","741","220","167","90","11","3","3","0","0","1"
"서울특별시 중구 회현동(1114054000)","2,323","1,371","443","291","156","41","13","5","3","0","0"
"서울특별시 중구 명동(1114055000)","1,302","896","215","105","66","12","4","2","0","1","1"
"서울특별시 중구 필동(1114057000)","2,798","1,926","485","225","123","29","7","1","1","0","1"
"서울특별시 중구 장충동(1114058000)","2,893","1,994","458","226","157","43","13","0","0","0","2"
"서울특별시 중구 광희동(1114059000)","3,933","2,907","574","263","132","38","14","2","3","0","0"
"서울특별시 중구 을지로동(1114060500)","2,048","1,439","372","153","65","16","3","0","0","0","0"
"서울특별시 중구 신당동(1114061500)","4,734","3,161","884","395","209","55","22","6","1","1","0"
"서울특별시 중구 다산동(1114062500)","6,743","3,342","1,617","972","634","133","32","9","2","0","2"
"서울특별시 중구 약수동(1114063500)","7,682","3,213","2,197","1,285","759","152","54","17","1","3","1"
"서울특별시 중구 청구동(1114064500)","5,054","1,986","1,437","869","589","137","27","7","1","1","0"
"서울특별시 중구 신당제5동(1114065000)","5,410","2,868","1,258","729","438","95","15","6","0","1","0"
"서울특별시 중구 동화동(1114066500)","3,953","1,120","1,099","877","614","174","48","11","9","1","0"
"서울특별시 중구 황학동(1114067000)","7,862","4,733","1,744","811","442","106","21","4","0","0","1"
"서울특별시 중구 중림동(1114068000)","5,846","2,675","1,348","1,054","586","142","32","5","3","0","1"
"서울특별시 용산구 (1117000000)","102,959","51,171","22,948","15,461","10,096","2,444","584","157","58","22","18"
"서울특별시 용산구 후암동(1117051000)","8,272","4,348","1,832","1,145","707","179","37","17","2","2","3"
"서울특별시 용산구 용산2가동(1117052000)","4,985","2,902","1,161","530","304","64","20","4","0","0","0"
"서울특별시 용산구 남영동(1117053000)","5,001","3,802","688","300","152","49","8","1","0","0","1"
"서울특별시 용산구 청파동(1117055500)","11,348","7,412","2,055","1,021","623","175","44","13","2","0","3"
"서울특별시 용산구 원효로제1동(1117056000)","9,367","5,252","1,873","1,225","809","161","32","6","6","1","2"
"서울특별시 용산구 원효로제2동(1117057000)","6,280","2,652","1,482","1,159","755","167","42","11","7","3","2"
"서울특별시 용산구 효창동(1117058000)","4,696","1,780","1,215","910","585","152","40","8","2","3","1"
"서울특별시 용산구 용문동(1117059000)","5,292","2,207","1,390","949","573","135","28","4","4","0","2"
"서울특별시 용산구 한강로동(1117062500)","11,226","6,056","2,310","1,618","969","193","52","18","10","0","0"
"서울특별시 용산구 이촌제1동(1117063000)","9,114","1,747","2,286","2,523","1,987","414","115","25","10","5","2"
"서울특별시 용산구 이촌제2동(1117064000)","3,570","1,323","1,029","692","398","94","25","6","1","2","0"
"서울특별시 용산구 이태원제1동(1117065000)","3,368","1,897","806","372","214","61","14","4","0","0","0"
"서울특별시 용산구 이태원제2동(1117066000)","4,673","2,589","1,087","570","304","93","19","8","2","0","1"
"서울특별시 용산구 한남동(1117068500)","6,977","3,411","1,649","1,025","637","187","43","16","4","4","1"
"서울특별시 용산구 서빙고동(1117069000)","4,999","1,676","1,219","932","833","265","51","14","7","2","0"
"서울특별시 용산구 보광동(1117070000)","3,791","2,117","866","490","246","55","14","2","1","0","0"
"서울특별시 성동구 (1120000000)","133,173","58,634","32,078","23,286","15,236","2,980","729","161","48","15","6"
"서울특별시 성동구 왕십리제2동(1120052000)","7,311","2,939","1,827","1,383","906","182","58","13","1","1","1"
"서울특별시 성동구 왕십리도선동(1120053500)","11,982","5,091","2,727","2,227","1,517","311","82","19","6","2","0"
"서울특별시 성동구 마장동(1120054000)","11,014","5,506","2,518","1,543","1,106","248","69","15","3","2","4"
"서울특별시 성동구 사근동(1120055000)","8,278","6,279","975","520","392","87","19","4","2","0","0"
"서울특별시 성동구 행당제1동(1120056000)","7,252","3,015","1,725","1,352","932","181","31","12","3","1","0"
"서울특별시 성동구 행당제2동(1120057000)","9,131","2,393","2,612","2,196","1,552","296","62","15","3","2","0"
"서울특별시 성동구 응봉동(1120058000)","5,856","1,607","1,522","1,416","1,072","200","32","3","3","1","0"
"서울특별시 성동구 금호1가동(1120059000)","6,359","2,204","1,720","1,380","844","163","37","9","1","1","0"
"서울특별시 성동구 금호2.3가동(1120061500)","9,357","3,373","2,576","1,960","1,164","219","48","14","3","0","0"
"서울특별시 성동구 금호4가동(1120062000)","6,322","2,279","1,729","1,361","775","130","39","7","2","0","0"
"서울특별시 성동구 옥수동(1120064500)","10,664","3,092","3,133","2,557","1,490","297","72","15","4","3","1"
"서울특별시 성동구 성수1가제1동(1120065000)","7,288","3,187","1,840","1,272","794","140","44","5","6","0","0"
"서울특별시 성동구 성수1가제2동(1120066000)","6,709","3,014","1,683","1,124","712","128","34","9","4","1","0"
"서울특별시 성동구 성수2가제1동(1120067000)","7,298","3,738","1,748","1,001","653","117","32","6","3","0","0"
"서울특별시 성동구 성수2가제3동(1120069000)","4,988","2,621","1,066","656","490","113","33","8","1","0","0"
"서울특별시 성동구 송정동(1120072000)","5,121","2,890","1,100","623","410","78","15","3","2","0","0"
"서울특별시 성동구 용답동(1120079000)","8,243","5,406","1,577","715","427","90","22","4","1","1","0"
"서울특별시 광진구 (1121500000)","171,133","87,026","36,582","25,298","17,587","3,546","789","218","56","18","13"
"서울특별시 광진구 화양동(1121571000)","17,996","14,975","1,890","656","379","69","21","5","0","0","1"
"서울특별시 광진구 군자동(1121573000)","11,147","7,022","2,084","1,179","666","136","39","16","3","2","0"
"서울특별시 광진구 중곡제1동(1121574000)","8,631","4,991","1,961","978","531","136","24","10","0","0","0"
"서울특별시 광진구 중곡제2동(1121575000)","10,484","5,337","2,503","1,498","893","199","41","7","3","2","1"
"서울특별시 광진구 중곡제3동(1121576000)","8,414","4,527","2,035","1,054","621","149","21","6","1","0","0"
"서울특별시 광진구 중곡제4동(1121577000)","13,001","5,563","3,436","2,236","1,362","297","77","23","4","2","1"
"서울특별시 광진구 능동(1121578000)","6,446","3,949","1,337","630","400","87","38","5","0","0","0"
"서울특별시 광진구 광장동(1121581000)","11,676","2,316","2,163","3,317","3,217","524","99","31","9","0","0"
"서울특별시 광진구 자양제1동(1121582000)","12,083","6,809","2,649","1,422","954","195","38","12","3","1","0"
"서울특별시 광진구 자양제2동(1121583000)","12,217","4,878","3,043","2,302","1,571","326","71","19","5","2","0"
"서울특별시 광진구 자양제3동(1121584000)","10,926","3,249","2,739","2,509","1,939","353","92","27","13","2","3"
"서울특별시 광진구 자양제4동(1121584700)","11,307","6,460","2,445","1,405","789","158","34","10","4","2","0"
"서울특별시 광진구 구의제1동(1121585000)","13,259","7,911","2,639","1,525","910","216","44","10","1","2","1"
"서울특별시 광진구 구의제2동(1121586000)","11,490","4,604","2,877","2,096","1,486","336","67","16","4","0","4"
"서울특별시 광진구 구의제3동(1121587000)","12,056","4,435","2,781","2,491","1,869","365","83","21","6","3","2"
"서울특별시 동대문구 (1123000000)","176,684","87,417","38,764","27,272","18,226","3,871","847","197","64","14","12"
"서울특별시 동대문구 신설동(1123051500)","9,531","5,800","1,739","1,081","744","132","28","6","1","0","0"
"서울특별시 동대문구 용두동(1123053300)","12,708","7,314","2,528","1,585","1,030","195","43","10","2","1","0"
"서울특별시 동대문구 제기동(1123054500)","12,859","7,661","2,550","1,465","887","228","45","13","6","2","2"
"서울특별시 동대문구 전농제1동(1123056000)","16,302","7,883","3,627","2,615","1,743","329","80","17","8","0","0"
"서울특별시 동대문구 전농제2동(1123057000)","7,367","2,335","1,998","1,553","1,144","257","68","8","2","2","0"
"서울특별시 동대문구 답십리제1동(1123060000)","12,866","5,350","3,084","2,491","1,555","312","49","15","9","1","0"
"서울특별시 동대문구 답십리제2동(1123061000)","12,656","4,856","3,412","2,441","1,515","337","75","15","4","0","1"
"서울특별시 동대문구 장안제1동(1123065000)","18,522","8,758","4,279","2,992","1,899","466","95","21","9","3","0"
"서울특별시 동대문구 장안제2동(1123066000)","14,783","5,695","3,582","2,866","2,075","416","112","26","8","0","3"
"서울특별시 동대문구 청량리동(1123070500)","9,832","5,253","2,311","1,278","739","191","43","13","2","0","2"
"서울특별시 동대문구 회기동(1123071000)","6,549","4,638","895","536","372","86","14","4","1","2","1"
"서울특별시 동대문구 휘경제1동(1123072000)","8,954","4,853","1,829","1,231","825","162","40","10","1","2","1"
"서울특별시 동대문구 휘경제2동(1123073000)","12,580","6,861","2,434","1,702","1,252","255","54","14","6","1","1"
"서울특별시 동대문구 이문제1동(1123074000)","13,009","7,011","2,492","1,881","1,322","230","55","13","4","0","1"
"서울특별시 동대문구 이문제2동(1123075000)","8,166","3,149","2,004","1,555","1,124","275","46","12","1","0","0"
"서울특별시 중랑구 (1126000000)","189,383","87,522","47,464","30,105","19,052","4,127","845","207","44","11","6"
"서울특별시 중랑구 면목제2동(1126052000)","12,054","5,921","3,030","1,774","1,052","215","47","11","3","1","0"
"서울특별시 중랑구 면목제4동(1126054000)","8,852","4,117","2,250","1,372","870","185","42","13","0","2","1"
"서울특별시 중랑구 면목제5동(1126055000)","6,306","2,212","1,731","1,313","862","149","27","9","1","1","1"
"서울특별시 중랑구 면목본동(1126056500)","17,635","9,516","4,213","2,360","1,226","259","53","4","2","1","1"
"서울특별시 중랑구 면목제7동(1126057000)","10,469","4,861","2,714","1,658","977","208","42","5","4","0","0"
"서울특별시 중랑구 면목제3.8동(1126057500)","12,712","6,527","3,191","1,737","995","211","39","10","1","1","0"
"서울특별시 중랑구 상봉제1동(1126058000)","10,257","3,751","2,642","2,088","1,445","276","39","14","2","0","0"
"서울특별시 중랑구 상봉제2동(1126059000)","13,533","8,846","2,707","1,174","647","116","30","10","2","1","0"
"서울특별시 중랑구 중화제1동(1126060000)","8,727","3,642","2,430","1,531","891","188","35","8","2","0","0"
"서울특별시 중랑구 중화제2동(1126061000)","14,327","7,819","3,426","1,852","976","189","49","11","4","0","1"
"서울특별시 중랑구 묵제1동(1126062000)","14,844","5,693","3,679","2,777","2,053","497","109","30","6","0","0"
"서울특별시 중랑구 묵제2동(1126063000)","9,173","4,412","2,407","1,306","813","193","30","11","1","0","0"
"서울특별시 중랑구 망우본동(1126065500)","18,793","8,698","4,444","3,073","2,054","407","86","25","4","1","1"
"서울특별시 중랑구 망우제3동(1126066000)","8,209","4,182","2,063","1,191","598","140","26","5","4","0","0"
"서울특별시 중랑구 신내1동(1126068000)","14,665","4,024","4,038","3,179","2,546","694","143","32","5","3","1"
"서울특별시 중랑구 신내2동(1126069000)","8,827","3,301","2,499","1,720","1,047","200","48","9","3","0","0"
"서울특별시 성북구 (1129000000)","198,800","85,038","45,992","35,241","25,596","5,433","1,109","271","80","16","24"
"서울특별시 성북구 성북동(1129052500)","7,983","4,073","1,792","1,145","706","193","47","14","8","0","5"
"서울특별시 성북구 삼선동(1129055500)","11,370","6,035","2,343","1,520","1,135","256","58","19","3","0","1"
"서울특별시 성북구 동선동(1129057500)","9,721","6,841","1,527","742","480","101","23","4","2","0","1"
"서울특별시 성북구 돈암제1동(1129058000)","5,963","1,966","1,649","1,214","907","180","38","7","0","2","0"
"서울특별시 성북구 돈암제2동(1129059000)","8,480","1,795","2,114","2,207","1,843","407","79","21","9","0","5"
"서울특별시 성북구 안암동(1129060000)","10,332","7,509","1,407","761","503","119","23","5","3","1","1"
"서울특별시 성북구 보문동(1129061000)","8,068","3,894","1,925","1,253","796","158","31","8","1","1","1"
"서울특별시 성북구 정릉제1동(1129062000)","7,335","2,351","1,793","1,639","1,195","271","65","17","2","0","2"
"서울특별시 성북구 정릉제2동(1129063000)","9,590","3,345","2,612","1,952","1,302","276","73","24","5","1","0"
"서울특별시 성북구 정릉제3동(1129064000)","7,859","4,813","1,523","818","539","120","32","8","2","1","3"
"서울특별시 성북구 정릉제4동(1129065000)","10,728","4,051","2,864","2,059","1,346","315","66","18","6","2","1"
"서울특별시 성북구 길음제1동(1129066000)","12,812","2,591","2,787","3,412","3,314","566","103","21","9","5","4"
"서울특별시 성북구 길음제2동(1129068500)","8,656","2,546","2,034","2,070","1,588","342","59","14","3","0","0"
"서울특별시 성북구 종암동(1129070500)","17,123","7,162","3,924","3,124","2,302","492","90","24","5","0","0"
"서울특별시 성북구 월곡제1동(1129071500)","10,581","3,507","2,760","2,199","1,662","357","74","17","4","1","0"
"서울특별시 성북구 월곡제2동(1129072500)","9,563","4,885","2,105","1,394","909","218","36","9","7","0","0"
"서울특별시 성북구 장위제1동(1129076000)","10,572","4,267","2,690","1,887","1,350","298","62","14","4","0","0"
"서울특별시 성북구 장위제2동(1129077000)","7,806","3,442","2,127","1,266","755","167","44","4","1","0","0"
"서울특별시 성북구 장위제3동(1129078000)","7,658","2,286","1,838","1,837","1,392","251","39","11","2","2","0"
"서울특별시 성북구 석관동(1129081000)","16,600","7,679","4,178","2,742","1,572","346","67","12","4","0","0"
"서울특별시 강북구 (1130500000)","142,256","67,621","35,464","21,748","13,572","2,979","657","150","40","11","14"
"서울특별시 강북구 삼양동(1130553400)","11,750","4,894","3,152","2,033","1,304","288","60","11","5","2","1"
"서울특별시 강북구 미아동(1130553500)","11,749","6,886","2,520","1,400","737","148","41","12","3","1","1"
"서울특별시 강북구 송중동(1130554500)","13,579","6,326","3,338","2,145","1,386","289","69","19","3","1","3"
"서울특별시 강북구 송천동(1130555500)","11,805","6,004","2,931","1,702","930","196","34","5","2","1","0"
"서울특별시 강북구 삼각산동(1130557500)","11,484","2,840","2,720","2,782","2,524","488","96","25","7","2","0"
"서울특별시 강북구 번1동(1130559500)","9,642","5,898","2,003","1,011","584","114","27","5","0","0","0"
"서울특별시 강북구 번2동(1130560300)","7,408","3,415","2,082","1,134","600","138","30","4","2","0","3"
"서울특별시 강북구 번3동(1130560800)","7,560","3,027","2,296","1,241","765","189","33","7","2","0","0"
"서울특별시 강북구 수유1동(1130561500)","10,406","5,396","2,527","1,439","808","174","50","7","2","0","3"
"서울특별시 강북구 수유2동(1130562500)","9,690","4,037","2,719","1,661","969","230","55","15","1","3","0"
"서울특별시 강북구 수유3동(1130563500)","13,574","8,431","2,767","1,393","754","181","32","12","3","0","1"
"서울특별시 강북구 우이동(1130564500)","9,574","4,165","2,639","1,549","934","220","53","10","3","0","1"
"서울특별시 강북구 인수동(1130566000)","14,035","6,302","3,770","2,258","1,277","324","77","18","7","1","1"
"서울특별시 도봉구 (1132000000)","139,018","53,823","37,544","25,794","17,075","3,742","790","179","49","14","8"
"서울특별시 도봉구 창제1동(1132051100)","10,874","4,230","2,894","2,036","1,407","239","54","9","3","2","0"
"서울특별시 도봉구 창제2동(1132051200)","12,666","4,742","3,607","2,342","1,519","348","82","21","3","1","1"
"서울특별시 도봉구 창제3동(1132051300)","6,361","2,797","1,746","1,036","617","126","31","3","5","0","0"
"서울특별시 도봉구 창제4동(1132051400)","11,314","3,973","2,803","2,339","1,767","352","58","12","7","0","3"
"서울특별시 도봉구 창제5동(1132051500)","10,285","3,581","2,757","2,119","1,434","299","72","17","4","2","0"
"서울특별시 도봉구 도봉제1동(1132052100)","10,205","4,867","2,832","1,455","791","198","48","10","4","0","0"
"서울특별시 도봉구 도봉제2동(1132052200)","11,807","4,377","3,399","2,253","1,392","292","72","17","4","1","0"
"서울특별시 도봉구 쌍문제1동(1132066000)","9,677","3,934","2,562","1,783","1,042","266","67","18","1","2","2"
"서울특별시 도봉구 쌍문제2동(1132067000)","8,404","3,491","2,359","1,411","894","198","38","11","1","0","1"
"서울특별시 도봉구 쌍문제3동(1132068000)","8,206","3,920","2,034","1,287","767","165","25","7","1","0","0"
"서울특별시 도봉구 쌍문제4동(1132068100)","7,081","1,808","1,929","1,761","1,277","251","44","7","4","0","0"
"서울특별시 도봉구 방학제1동(1132069000)","13,170","5,675","3,232","2,195","1,573","390","80","21","2","1","1"
"서울특별시 도봉구 방학제2동(1132070000)","9,056","4,178","2,503","1,361","761","205","36","6","3","3","0"
"서울특별시 도봉구 방학제3동(1132071000)","9,912","2,250","2,887","2,416","1,834","413","83","20","7","2","0"
"서울특별시 노원구 (1135000000)","216,559","80,719","53,976","42,228","32,127","6,093","1,073","235","67","27","14"
"서울특별시 노원구 월계1동(1135056000)","10,031","4,810","2,217","1,587","1,093","269","36","14","3","2","0"
"서울특별시 노원구 월계2동(1135057000)","11,594","4,535","3,155","2,099","1,420","322","53","9","0","1","0"
"서울특별시 노원구 월계3동(1135058000)","12,810","4,623","3,729","2,567","1,516","286","68","16","3","1","1"
"서울특별시 노원구 공릉1동(1135059500)","18,763","9,990","3,960","2,575","1,751","391","82","9","3","2","0"
"서울특별시 노원구 공릉2동(1135060000)","17,854","6,756","3,895","3,535","2,965","575","103","16","4","3","2"
"서울특별시 노원구 하계1동(1135061100)","12,198","5,673","2,431","1,982","1,728","312","50","12","6","3","1"
"서울특별시 노원구 하계2동(1135061200)","7,584","1,815","1,886","1,908","1,650","270","41","11","3","0","0"
"서울특별시 노원구 중계본동(1135061900)","7,865","1,648","1,523","1,942","2,179","474","76","15","6","2","0"
"서울특별시 노원구 중계1동(1135062100)","8,919","1,505","1,593","2,578","2,768","406","46","14","7","1","1"
"서울특별시 노원구 중계4동(1135062400)","8,116","2,908","2,016","1,562","1,287","271","48","12","9","3","0"
"서울특별시 노원구 중계2.3동(1135062500)","14,961","5,859","4,236","2,725","1,802","284","38","12","3","1","1"
"서울특별시 노원구 상계1동(1135063000)","15,537","5,124","4,302","3,146","2,303","520","110","23","6","1","2"
"서울특별시 노원구 상계2동(1135064000)","8,528","3,483","1,926","1,595","1,237","222","56","6","3","0","0"
"서울특별시 노원구 상계3.4동(1135066500)","12,328","4,978","3,116","2,105","1,665","375","73","13","3","0","0"
"서울특별시 노원구 상계5동(1135067000)","10,818","4,657","2,872","1,818","1,154","257","47","9","2","0","2"
"서울특별시 노원구 상계6.7동(1135069500)","13,732","5,028","3,638","2,808","1,885","302","53","12","1","2","3"
"서울특별시 노원구 상계8동(1135070000)","9,072","2,505","2,798","2,204","1,343","190","24","6","1","0","1"
"서울특별시 노원구 상계9동(1135071000)","8,275","2,570","2,451","1,825","1,199","185","31","10","1","3","0"
"서울특별시 노원구 상계10동(1135072000)","7,574","2,252","2,232","1,667","1,182","182","38","16","3","2","0"
"서울특별시 은평구 (1138000000)","214,276","88,497","54,836","37,709","25,601","6,014","1,210","284","69","28","28"
"서울특별시 은평구 녹번동(1138051000)","17,426","7,762","4,508","2,902","1,805","336","85","21","3","2","2"
"서울특별시 은평구 불광제1동(1138052000)","16,582","6,935","4,389","2,948","1,812","399","77","16","4","2","0"
"서울특별시 은평구 불광제2동(1138053000)","14,087","7,195","3,512","1,986","1,050","278","51","12","3","0","0"
"서울특별시 은평구 갈현제1동(1138055100)","7,200","3,454","1,789","1,091","685","146","28","6","1","0","0"
"서울특별시 은평구 갈현제2동(1138055200)","12,717","5,186","3,439","2,213","1,451","342","59","19","2","2","4"
"서울특별시 은평구 구산동(1138056000)","13,444","5,007","3,595","2,580","1,703","431","94","20","6","3","5"
"서울특별시 은평구 대조동(1138057000)","15,516","8,792","3,652","1,786","989","224","55","14","4","0","0"
"서울특별시 은평구 응암제1동(1138058000)","15,109","6,322","3,816","2,636","1,805","419","79","19","6","4","3"
"서울특별시 은평구 응암제2동(1138059000)","10,930","3,103","2,762","2,645","1,936","381","76","15","6","3","3"
"서울특별시 은평구 응암제3동(1138060000)","12,526","6,606","3,046","1,671","927","211","49","12","3","0","1"
"서울특별시 은평구 역촌동(1138062500)","21,280","8,790","5,674","3,775","2,326","580","102","22","5","5","1"
"서울특별시 은평구 신사제1동(1138063100)","11,954","4,566","3,339","2,250","1,385","326","65","16","5","1","1"
"서울특별시 은평구 신사제2동(1138063200)","8,801","3,474","2,378","1,635","1,038","212","44","16","1","2","1"
"서울특별시 은평구 증산동(1138064000)","6,620","2,281","1,777","1,258","957","282","48","14","3","0","0"
"서울특별시 은평구 수색동(1138065000)","8,578","2,317","2,406","1,929","1,512","332","62","15","4","0","1"
"서울특별시 은평구 진관동(1138069000)","21,506","6,707","4,754","4,404","4,220","1,115","236","47","13","4","6"
"서울특별시 서대문구 (1141000000)","146,113","66,680","32,947","24,699","17,004","3,743","771","194","49","15","11"
"서울특별시 서대문구 천연동(1141052000)","7,585","3,043","1,913","1,430","951","195","39","9","3","0","2"
"서울특별시 서대문구 북아현동(1141055500)","7,020","2,807","1,674","1,441","910","152","27","7","1","1","0"
"서울특별시 서대문구 충현동(1141056500)","9,912","5,064","2,074","1,461","1,014","240","46","10","1","1","1"
"서울특별시 서대문구 신촌동(1141058500)","15,077","12,178","1,559","729","449","110","36","6","6","1","3"
"서울특별시 서대문구 연희동(1141061500)","18,570","10,700","3,725","2,247","1,426","364","69","24","11","2","2"
"서울특별시 서대문구 홍제제1동(1141062000)","11,120","4,267","2,920","2,135","1,388","309","74","21","5","0","1"
"서울특별시 서대문구 홍제제3동(1141064000)","7,930","3,028","2,064","1,564","1,000","220","40","10","4","0","0"
"서울특별시 서대문구 홍제제2동(1141065500)","5,243","1,790","1,392","1,116","746","163","29","5","1","0","1"
"서울특별시 서대문구 홍은제1동(1141066000)","10,334","3,667","2,784","2,084","1,374","324","73","25","2","1","0"
"서울특별시 서대문구 홍은제2동(1141068500)","12,725","5,250","3,131","2,257","1,619","363","84","17","2","2","0"
"서울특별시 서대문구 남가좌제1동(1141069000)","6,203","1,397","1,376","1,632","1,420","303","54","17","3","1","0"
"서울특별시 서대문구 남가좌제2동(1141070000)","13,235","5,569","2,895","2,490","1,858","344","60","13","3","3","0"
"서울특별시 서대문구 북가좌제1동(1141071000)","6,737","1,699","1,693","1,672","1,298","290","68","12","4","1","0"
"서울특별시 서대문구 북가좌제2동(1141072000)","14,422","6,221","3,747","2,441","1,551","366","72","18","3","2","1"
"서울특별시 마포구 (1144000000)","180,260","87,786","39,225","28,317","19,868","3,947","794","230","60","25","8"
"서울특별시 마포구 아현동(1144055500)","12,322","3,857","3,149","2,946","1,984","291","65","23","4","3","0"
"서울특별시 마포구 공덕동(1144056500)","18,458","9,166","4,063","2,874","1,902","353","67","29","1","2","1"
"서울특별시 마포구 도화동(1144058500)","9,280","3,756","2,161","1,774","1,236","268","64","15","5","1","0"
"서울특별시 마포구 용강동(1144059000)","9,247","3,427","2,021","1,985","1,486","252","54","17","3","1","1"
"서울특별시 마포구 대흥동(1144060000)","8,612","5,598","1,422","803","635","131","16","5","1","0","1"
"서울특별시 마포구 염리동(1144061000)","7,714","3,256","1,560","1,457","1,197","198","29","15","2","0","0"
"서울특별시 마포구 신수동(1144063000)","10,023","4,028","2,279","1,970","1,414","264","52","10","2","4","0"
"서울특별시 마포구 서강동(1144065500)","12,174","6,011","2,427","1,998","1,395","251","65","16","9","1","1"
"서울특별시 마포구 서교동(1144066000)","15,053","10,227","2,552","1,254","791","163","44","15","4","3","0"
"서울특별시 마포구 합정동(1144068000)","8,933","5,062","2,044","1,068","573","144","34","6","1","1","0"
"서울특별시 마포구 망원제1동(1144069000)","10,030","5,293","2,428","1,264","804","185","42","10","3","1","0"
"서울특별시 마포구 망원제2동(1144070000)","8,180","3,393","2,188","1,304","1,049","190","42","9","4","0","1"
"서울특별시 마포구 연남동(1144071000)","8,241","5,096","1,635","845","508","126","17","6","3","4","1"
"서울특별시 마포구 성산제1동(1144072000)","9,594","4,876","2,250","1,325","850","230","37","17","7","2","0"
"서울특별시 마포구 성산제2동(1144073000)","19,675","9,876","4,274","3,016","1,988","417","80","20","3","0","1"
"서울특별시 마포구 상암동(1144074000)","12,724","4,864","2,772","2,434","2,056","484","86","17","8","2","1"
"서울특별시 양천구 (1147000000)","179,514","59,732","42,783","38,020","31,369","6,067","1,145","270","85","26","17"
"서울특별시 양천구 목1동(1147051000)","10,297","1,679","1,944","3,111","2,968","480","85","23","6","0","1"
"서울특별시 양천구 목2동(1147052000)","13,201","5,613","3,223","2,279","1,652","332","63","30","6","1","2"
"서울특별시 양천구 목3동(1147053000)","10,104","4,399","2,601","1,721","1,096","226","42","12","4","2","1"
"서울특별시 양천구 목4동(1147054000)","9,884","3,380","2,120","2,063","1,857","363","79","16","5","1","0"
"서울특별시 양천구 목5동(1147055000)","13,506","1,776","2,571","4,088","4,230","662","139","29","5","4","2"
"서울특별시 양천구 신월1동(1147056000)","9,832","4,909","2,450","1,442","820","167","36","5","1","2","0"
"서울특별시 양천구 신월2동(1147057000)","8,673","2,867","2,241","1,779","1,363","329","64","23","4","2","1"
"서울특별시 양천구 신월3동(1147058000)","7,459","4,045","1,756","884","568","167","31","3","2","0","3"
"서울특별시 양천구 신월4동(1147059000)","6,769","1,802","1,880","1,613","1,140","265","59","7","2","1","0"
"서울특별시 양천구 신월5동(1147060000)","6,335","2,540","1,629","1,121","794","195","43","8","4","1","0"
"서울특별시 양천구 신월6동(1147061000)","5,321","1,237","1,407","1,365","1,052","225","31","3","1","0","0"
"서울특별시 양천구 신월7동(1147061100)","9,037","3,918","2,658","1,468","773","174","35","8","3","0","0"
"서울특별시 양천구 신정1동(1147062000)","6,922","1,381","1,375","1,867","1,896","322","60","14","5","1","1"
"서울특별시 양천구 신정2동(1147063000)","6,794","1,601","1,371","1,648","1,800","309","46","9","6","2","2"
