facility_id,facility_name,district,address,observation_count,source_count,source_datasets,category_details,observation_ids,match_rule
fac_bf621ff052ed9742,위진방문요양센터,계양구,"인천광역시 계양구 봉오대로691번길 4 상가동201~2호 (작전동, 코오롱아파트)",2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_c1269e981efd0123 | obs_fc9612965a6420bb,exact_normalized_district_name_address
fac_bf6e213aa914023d,인천남동노인주야간보호센터,남동구,"인천광역시 남동구 구월로 119, 4층 (간석동, 진영프라자)",4,2,incheon_elderly | nhis_ltc,방문요양 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호 | 주야간보호,obs_33ea03f15bf80663 | obs_39644be99c81be5d | obs_55620618eef0ed23 | obs_e34428073abd9745,exact_normalized_district_name_address
fac_bf8b4c2f7da12c69,미소방문요양센터,부평구,"인천광역시 부평구 동수로 175, 104호 (부개동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_2db631a5aa281498 | obs_926641ce6444d111 | obs_93047c68ded9dd5c | obs_f4319a00a0a1e7a7,exact_normalized_district_name_address
fac_bfafce9e092124b1,예빛노인복지센터,부평구,인천광역시 부평구 영성서로 37 401호 (삼산동),2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_a3db3a4ca80b815e | obs_c5d340011e942898,exact_normalized_district_name_address
fac_bfcf8169bd271095,연승방문재가센터,서구,"인천광역시 서구 원당대로685번길 30 상가동209호 (마전동, 당하2차풍림아이원아파트)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_8e67255509a2ef2e | obs_ad98e46dbe44ed05,exact_normalized_district_name_address
fac_bfffb860fb90f233,은혜공동생활가정,부평구,인천광역시 부평구 마장로 175 (산곡동),2,2,incheon_elderly | nhis_ltc,노인요양공동생활가정,obs_aa3143b1d79673a0 | obs_ec85aad0ad6c10f2,exact_normalized_district_name_address
fac_c00542f7a423fcc9,힐링노인복지센터,남동구,"인천광역시 남동구 담방로21번길 55, 2층 17호 (만수동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_a441e0c294b10852 | obs_c25a3d3705c23b48 | obs_f24b2f1864c24a9d | obs_fc79ed5bdf48affe,exact_normalized_district_name_address
fac_c008c2573c0837cc,희망노인재가복지센터,부평구,"인천광역시 부평구 주부토로151번길 31, 302호 (갈산동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_64da0d25a3e89a55 | obs_ef5fc7095b63cf15,exact_normalized_district_name_address
fac_c02bb39b46e6bd10,두리재가복지센터,미추홀구,"인천광역시 미추홀구 매소홀로 262 15015호 (학익동, 시티필드)",2,1,nhis_ltc,재가노인복지시설 방문간호 | 재가노인복지시설 방문요양,obs_43240564877fad52 | obs_d44e355300976ddf,exact_normalized_district_name_address
fac_c02ce82741e2f7be,경인주간보호센터,미추홀구,"인천광역시 미추홀구 석정로 411, 5층 (주안동)",4,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호 | 주야간보호,obs_36bdef0ccd42c07f | obs_4a8c24c0a9a66026 | obs_7fc7e7ab4e683a52 | obs_e8fd9b044d539bdf,exact_normalized_district_name_address
fac_c0690782c665a34b,만수무강재가복지센터,연수구,"인천광역시 연수구 새말로 6, 113호 (연수동, 효정아파트 상가)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가장기요양기관 방문요양,obs_a544528855a82b8c | obs_a74bb66d3f84ea9d,exact_normalized_district_name_address
fac_c0694d3865797b7a,좋은만남인천복지센터,계양구,"인천광역시 계양구 경명대로 1115 507호 (계산동, 인평프라자)",2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_65c86254b0965820 | obs_a34b0d2a8a65d5eb,exact_normalized_district_name_address
fac_c07d1a2a29254d7c,요양114재가장기요양기관,남동구,인천광역시 남동구 석산로 105-1 101호 (간석동),2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_17af34f07108b23b | obs_1a3d446d5f4b95af,exact_normalized_district_name_address
fac_c0829bf6e4f3734a,다원방문요양센터,남동구,"인천광역시 남동구 용천로 152번길 18,201호",2,1,incheon_elderly,방문목욕 | 방문요양,obs_0ac484cfc9f5200b | obs_46cc486e366fe5a0,exact_normalized_district_name_address
fac_c089d40e3d93c6c3,참빛요양원,부평구,"인천광역시 부평구 주부토로 261, 304호 (갈산동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_93393c945b60f298 | obs_9b5a39091d9f82e7,exact_normalized_district_name_address
fac_c0b0e9a5d9893d0b,연수돌봄재가복지센터,연수구,"인천광역시 연수구 능허대로79번길 30 제종합상가동동215호 (옥련동, 럭키송도아파트)",2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_7b38c8bb0ccbfbb4 | obs_98b194eca862f59f,exact_normalized_district_name_address
fac_c0d708f4d86e9ff8,해둥지 재가노인복지문화센터,강화군,"인천광역시 강화군 화도면 마니산로 716-1, 2층",2,1,incheon_elderly,방문목욕 | 방문요양,obs_028b33a738da748c | obs_dfa91692f94c82e3,exact_normalized_district_name_address
fac_c0ef4ba61f53eaff,한마음노인재가복지센터,서구,인천광역시 서구 율도로111번길 19-2 (가정동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_518b3f464dd7287f | obs_b62b515b70cd2828 | obs_bcf9e2beee2eb397 | obs_d8b3b976775fc4ba,exact_normalized_district_name_address
fac_c0fbdd1bdb1249b7,위더스팜,서구,"인천광역시 서구 탁옥로 105, 110호 (심곡동, 메인프라자)",2,2,incheon_elderly | nhis_ltc,복지용구 | 재가장기요양기관 복지용구,obs_99fe1ec2097410b0 | obs_c38c0c3c24dfd7d8,exact_normalized_district_name_address
fac_c116c14068020aab,나눔과기쁨 노인복지센터,미추홀구,"인천광역시 미추홀구 능해길 70, 2층 (용현동)",5,3,incheon_elderly | michuhol_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_0b859d0f93c1bf81 | obs_746a4c84d6b0cc66 | obs_bc61f9ad667c93e8 | obs_c79fa3d8528ac5c8 | obs_d7496202203cdf33,exact_normalized_district_name_address
fac_c13fc801a136eff4,원케어재가방문요양센터,부평구,인천광역시 부평구 장제로222번길 17 1층103호 (부개동),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_66fd351fef316777 | obs_b2b98aff63262844,exact_normalized_district_name_address
fac_c16ffd37c372b16b,드림재가방문요양센터,서구,"인천광역시 서구 원적로47번길 6 201호 (가좌동, 풍림아파트상가)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_04ea127db7060ced | obs_6541c5a84a3f46f7 | obs_e4b41634bc4a2f80 | obs_eaae0fc0a23c86df,exact_normalized_district_name_address
fac_c21bf7bcae57596a,우성재가노인 복지센터,연수구,"인천광역시 연수구 새말로 20 2층203호 (연수동, 성일아파트 상가)",2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_54146492185e0b52 | obs_c9f41c5fe04140c0,exact_normalized_district_name_address
fac_c2258d4672df84f2,모모방문요양센터,부평구,인천광역시 부평구 부평대로 153 703호 (부평동),2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_55551c980a97e882 | obs_b89476b7fccc56c3,exact_normalized_district_name_address
fac_c24bc621c83836f4,(ACE)강동재가복지센터,부평구,"인천광역시 부평구 원길로11번길 26, 2층 (산곡동, 부일빌딩)",2,2,incheon_elderly | nhis_ltc,복지용구 | 재가장기요양기관 복지용구,obs_9b6527bfd1c5d356 | obs_a51001dace1af5af,exact_normalized_district_name_address
fac_c24f8ff930d331f3,미소케어복지용구,미추홀구,"인천광역시 미추홀구 주승로96번길 10, 1층 (주안동)",2,2,incheon_elderly | nhis_ltc,복지용구 | 재가노인복지시설 복지용구,obs_8a1af2103b421c9d | obs_972e578578f78937,exact_normalized_district_name_address
fac_c25508bb2a901cdc,온유한요양원,미추홀구,인천광역시 미추홀구 주안로 150 (주안동),3,3,incheon_elderly | michuhol_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,obs_d73402c123362bff | obs_d7672a7f2efbf534 | obs_f9dc51ce637b0a72,exact_normalized_district_name_address
fac_c2c0d0a5df6dcc55,다온실버주야간보호센터,서구,"인천광역시 서구 청마로167번길 18, 301, 302호 (당하동, 당하현대프라자)",6,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호 | 주야간보호,obs_52edd0a3f2199c2d | obs_533e7ff8fe03a070 | obs_814cdd542491995b | obs_841eb19d353b65a9 | obs_ab95132efc421052 | obs_d325ed90c139f5a1,exact_normalized_district_name_address
fac_c2c2c8f2d3874cb8,청애노인재가센터,부평구,"인천광역시 부평구 부평문화로 137-1, 102호 (부평동, 동명코아아파트)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_866ffd73ca49e4f4 | obs_8f4f421b15f33c58 | obs_9008eb60afe4eb64 | obs_989af1059cecd2e1,exact_normalized_district_name_address
fac_c2ca4f62bef11bc0,인성노인복지센터,부평구,"인천광역시 부평구 마장로 470, 1호 (청천동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_126eb4a40bd10675 | obs_37819180dd271d77 | obs_e086733ed4bf93c3 | obs_e44d7c5c7bea256a,exact_normalized_district_name_address
fac_c2db4cb7ab20526e,노인요양시설 혜움,서구,인천광역시 서구 심곡로56번길 17 (심곡동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_03cb09f40c4b2048 | obs_57022502ccc88ae9,exact_normalized_district_name_address
fac_c2eb848efb8ac084,오렌지요양원,남동구,인천광역시 남동구 석산로 181 (간석동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_4e42eb055d51b9ca | obs_7e6ef3e95ff90454,exact_normalized_district_name_address
fac_c30263bc01189b29,너싱홈호수 간호전문요양원,계양구,"인천광역시 계양구 장제로 718, 6층(작전동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_775f063f9d2b89cf | obs_eb22b025e05886b7,exact_normalized_district_name_address
fac_c30671125a52f600,나눔과기쁨노인복지센터,부평구,인천광역시 부평구 신촌로 55 1층 (부평동),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_46def48a5bb36eb1 | obs_71a6fc99f716d649,exact_normalized_district_name_address
fac_c3241e60b26aa37d,가까이한마음사회서비스센터,서구,"인천광역시 서구 길주로79,208호(석남동,상힌캐슬)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_2527190df3439baf | obs_48795da5950b26c3,exact_normalized_district_name_address
fac_c34ca644429fe5d4,인천그린힐요양원,중구,인천광역시 중구 송학로19번길 7-7 (송학동3가),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_a2226b40f65198fd | obs_a711039b5be170d1,exact_normalized_district_name_address
fac_c37b735862e9c77f,피오니 노인복지센터,계양구,인천광역시 계양구 아나지로198번길 11 211호 (효성동),3,1,nhis_ltc,재가장기요양기관 방문간호 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_2e09b052c2cb4457 | obs_4c1d1ddb2d209be5 | obs_8e407149f8e8d726,exact_normalized_district_name_address
fac_c386ca666088f363,서연방문재활간호 재가요양센터(인천점),서구,"인천광역시 서구 이음대로 384 713호 (원당동, 서영아너시티플러스)",2,2,incheon_elderly | nhis_ltc,방문간호 | 재가노인복지시설 방문간호,obs_26cd1ffc057eeb04 | obs_8d22052cf666c409,exact_normalized_district_name_address
fac_c39fcfbfadf6bd98,예랑요양원,남동구,인천광역시 남동구 구월말로4번길 9-23 (구월동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_9b8e53b68b52af36 | obs_c4c3ba607802ff25,exact_normalized_district_name_address
fac_c3b8bd69b233ccf9,나날주야간보호센터,남동구,"인천광역시 남동구 만수서로 52, 5층 (만수동, 쓰리제이프라자)",4,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호 | 주야간보호,obs_41cb653110d22172 | obs_42d6b39587117afb | obs_81ff62d83a93a30b | obs_f09648d5f471ceb5,exact_normalized_district_name_address
fac_c40f110273d76434,효다솜요양원,남동구,"인천광역시 남동구 청능대로 581, 9층 (논현동, 광성프라자)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_9d1c01aae9eb2d5e | obs_bb2323f079183730,exact_normalized_district_name_address
fac_c438407bdac01736,새로운노인복지센터,서구,인천광역시 서구 가정로352번길 8-1 (가정동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_20d368c06b8d3689 | obs_54e310d69753fcd5 | obs_750811cf202fc3b9 | obs_769d70d91c553edd,exact_normalized_district_name_address
fac_c445b6049818eff7,도화요양원,미추홀구,"인천광역시 미추홀구 한나루로 604, 10층 (도화동, 롯데월드타워)",3,3,incheon_elderly | michuhol_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,obs_20075d1aa338baee | obs_c00685c2ab9bf79b | obs_ea931b33c8810c5e,exact_normalized_district_name_address
fac_c44c85ed31c997ef,부평행복마지요양원,부평구,인천광역시 부평구 항동로75번길 5 (일신동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_2fc4826f655d0c1e | obs_6129f8df22eb6a38,exact_normalized_district_name_address
fac_c44f9179354c34aa,갈산효드림노인주야간보호센터,부평구,"인천광역시 부평구 주부토로 261, 204호 (갈산동)",2,2,incheon_elderly | nhis_ltc,재가노인복지시설 주야간보호 | 주야간보호,obs_0374a551a0decf37 | obs_17e3feb6d95f3598,exact_normalized_district_name_address
fac_c4a7b354043fe843,사랑드림재가복지센터,남동구,"인천광역시 남동구 포구로 64-5, 3층 (논현동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_eb6f050d65771603 | obs_f3de974df8bc0303,exact_normalized_district_name_address
fac_c4b94c6454ccd113,유케어통합돌봄센터,부평구,인천광역시 부평구 영성중로 33 (삼산동),2,1,incheon_elderly,방문목욕 | 방문요양,obs_6303cea5b533e2a7 | obs_769127d311536a32,exact_normalized_district_name_address
fac_c4c06bec0439d79f,한길재가요양센터,부평구,"인천광역시 부평구 경인로879번길 8, 2층 (부평동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_0ad9d56dcf7cc95a | obs_3058b73ed65c567b,exact_normalized_district_name_address
fac_c4d2afcfdbd100ae,세상이좋다 / 헬프유 통·이장 사회서비스 협동조합,남동구,"인천광역시 남동구 경인로653번길 15 (간석동, 101호 일부)",2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_498092e7d52ceedf | obs_982b0428f8357542,exact_normalized_district_name_address
fac_c51f272b0108e118,딱좋아재가복지센터,계양구,"인천광역시 계양구 장제로997번길 9-1, 204호(박촌동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_000d734b15f43e40 | obs_169c332422f04580 | obs_607193c02a312faf | obs_76f1d9c0c52628e0,exact_normalized_district_name_address
fac_c534e2ad7808f055,대한재가복지센터,남동구,"인천광역시 남동구 경인로 740, 2층 (간석동)",5,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문간호 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_07ab059e5a0755b1 | obs_1211a853f7049cb9 | obs_365633bcf6b59622 | obs_baf11c98ecc5e6b5 | obs_e99b99e085ef5a29,exact_normalized_district_name_address
fac_c550f7f052216137,개항동 다정 재가노인복지센터,중구,"인천광역시 중구 참외전로37번길 4, 1층 (송월동1가)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_4d0fe5e7aa07661c | obs_6ab04218f85ed99d,exact_normalized_district_name_address
fac_c5655b2571101eb4,두경요양원,남동구,"인천광역시 남동구 백범로 417, 2,3,6층 (간석동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_7c4a837733248505 | obs_89991c162d25ff39,exact_normalized_district_name_address
fac_c58406b5f88329ce,인천 부모섬김요양원,서구,"인천광역시 서구 검단로 504, 3,4,5층 (마전동, 세진빌딩)",3,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법) | 치매전담실가형1실,obs_09abb07829858263 | obs_1dc355a8f47a8f15 | obs_d395f2c2dd128aed,exact_normalized_district_name_address
fac_c5c0685115684b29,한방재활요양원,미추홀구,"인천광역시 미추홀구 한나루로 604, 7층 (도화동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_74dd942610a8cdaa | obs_a10d36f6f2451a62,exact_normalized_district_name_address
fac_c5c5a9d527b88433,인하요양원,미추홀구,인천광역시 미추홀구 한나루로456번길 8 (학익동),3,3,incheon_elderly | michuhol_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,obs_b79ca21bac53ec72 | obs_d386ba726595b0cd | obs_e4f8d9c90e4e2b13,exact_normalized_district_name_address
fac_c5c987e768142454,효은어르신주야간보호센터,미추홀구,"인천광역시 미추홀구 낙섬중로 53, 2~3층 (용현동, KYC빌딩)",6,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호 | 주야간보호,obs_011c312af4b312b3 | obs_134ff964bb343b06 | obs_960e70a979ff90fa | obs_bd3d347b10a3b6b7 | obs_d1b4fc13287295f9 | obs_f4e84c7e867bbb07,exact_normalized_district_name_address
fac_c60e4ff08fa289a4,온기노인재가복지센터,계양구,인천광역시 계양구 임학서로 45 103호 (임학동),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_0a5a144d18783d50 | obs_ccaf0d2315794c22,exact_normalized_district_name_address
fac_c63254d0b33441f0,엄마아빠요양센터,부평구,인천광역시 부평구 부영로4번길 21 1층 (부평동),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_61b1da1218009f9b | obs_f6c16c13830b53ce,exact_normalized_district_name_address
fac_c6484223b3d71d25,늘푸른재가복지센터,미추홀구,"인천광역시 미추홀구 석바위로35, 201호(도화동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_42f3e72b8ea2785e | obs_886b5491a0ff717d | obs_9cde6974520047c3 | obs_fd3785e10201a9a0,exact_normalized_district_name_address
fac_c65e86bd30b4d80f,만수글라라의집요양원2호,남동구,"인천광역시 남동구 장승로 49-1, 4층 (만수동)",2,2,incheon_elderly | nhis_ltc,노인요양공동생활가정,obs_4fd6d9cdce7b6616 | obs_72bb4d40288c512d,exact_normalized_district_name_address
fac_c675a35f42f66d84,미소장기요양센터,미추홀구,인천광역시 미추홀구 인하로163번길 16 (용현동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_1ad6b822a9cd5ddc | obs_1fd798bd9d7493cc | obs_60efb7c7cc1d93e1 | obs_fc5fb5f180c0d8cd,exact_normalized_district_name_address
fac_c684cff9145806cd,호세방문요양센터,강화군,인천광역시 강화군 불은면 고려왕릉로 376,2,1,incheon_elderly,방문목욕 | 방문요양,obs_35bec90d81d84391 | obs_9adc12c83c5742c1,exact_normalized_district_name_address
fac_c68f77ab5c902341,메디홈케어재가노인복지센터,서구,"인천광역시 서구 청라에메랄드로 78 2층206호 (청라동, 딜라이트타워)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_91650bb7b2cb6f6c | obs_d745c4115c580982,exact_normalized_district_name_address
fac_c6c8569f29a9d7da,사랑나눔재가노인복지센터,남동구,"인천광역시 남동구 서판로12번길 10, 1층 101호 (만수동, 어반스테이)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가장기요양기관 방문요양,obs_290977ec57ebf4fd | obs_c36c7c191b4a0c83,exact_normalized_district_name_address
fac_c6ed697a92e93dc3,해둥지 재가노인복지문화센터,강화군,인천광역시 강화군 화도면 마니산로 716-1 2층 (화도면),2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_56d60aec09cd5cde | obs_7798a5d7d17ee4a6,exact_normalized_district_name_address
fac_c6f7eedfcdf2cec3,효성어르신주간보호방문요양센터,연수구,"인천광역시 연수구 학나래로 6번길 41, 2층 201호(선학동)",6,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호 | 주야간보호,obs_05cfe396f1035ed5 | obs_340449c83490b90d | obs_3e16ec0934193998 | obs_6c53ffbdcaaacc80 | obs_8570d67091ed4580 | obs_d28344152a171d98,exact_normalized_district_name_address
fac_c70ea9f1fb7634f1,울타리복지센터,부평구,"인천광역시 부평구 청중로 81 (청천동, 영진상가 201-3)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_374a5083c773102b | obs_93abe48b0c12d25b | obs_9e39c3a7b311aca4 | obs_d3f8599cc3fd2374,exact_normalized_district_name_address
fac_c71ff74e302ea613,(주)에스라케어,강화군,"인천광역시 강화군 강화읍 강화대로 392-3 2층 (강화읍, E.D빌딩)",4,1,nhis_ltc,재가장기요양기관 방문간호 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 복지용구,obs_0cf2c6d9e1af095e | obs_17625cccc56e5b2b | obs_89234b1c72bfe737 | obs_b3c2afb1a5ed328d,exact_normalized_district_name_address
fac_c736d7c8dcf28727,팔팔한재가복지센터,미추홀구,"인천광역시 미추홀구 인하로 446, 1층 101호 (관교동, 삼환아파트 상가동)",5,3,incheon_elderly | michuhol_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_01f91a03a74004a4 | obs_1fda2507de46fc4f | obs_608c31dd072faf38 | obs_6c57baa7b559875a | obs_8275fb54878adb58,exact_normalized_district_name_address
fac_c74c73f5dacd1c96,성애장기요양센터,남동구,인천광역시 남동구 하촌로59번길 40 (만수동),3,1,nhis_ltc,재가장기요양기관 방문간호 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_40711a4bfa0657d1 | obs_7076572385dd26ae | obs_f311fa4277bbe513,exact_normalized_district_name_address
fac_c74f26124988df76,행복한재가센터,남동구,"인천광역시 남동구 구월로 320-1, 4층 (만수동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_7c35b925556b59e8 | obs_7cfb1874397249a1 | obs_ad2aaf8db94d540f | obs_ffb4bedf610d914e,exact_normalized_district_name_address
fac_c757ada3b72efa12,기쁨노인주간보호센터,부평구,"인천광역시 부평구 충선로203번길 40, 7층 (삼산동, 씨엔씨로데오1)",2,2,incheon_elderly | nhis_ltc,재가장기요양기관 주야간보호 | 주야간보호,obs_65be65359b137c3e | obs_9d60adc5a1a59643,exact_normalized_district_name_address
fac_c768b36f152c7435,가가호호성실복지용구,서구,"인천광역시 서구 심곡로56번길 18-2, 1층 (심곡동)",2,2,incheon_elderly | nhis_ltc,복지용구 | 재가장기요양기관 복지용구,obs_10ee1a3edcfec480 | obs_3019341316b9e118,exact_normalized_district_name_address
fac_c7839bbf870c6f34,효심재가노인복지센터,남동구,"인천광역시 남동구 소래로 689, 2층",2,1,incheon_elderly,방문목욕 | 방문요양,obs_ad4b2746a45164a1 | obs_e7b023419cd24ebe,exact_normalized_district_name_address
fac_c79f0b27ecf4aab7,요셉의 집,부평구,인천광역시 부평구 장제로 372 (삼산동),2,2,incheon_elderly | incheon_welfare,노인공동생활가정 | 노인주거복지시설,obs_0aecdd6b0784b3cf | obs_18a93d7c1889ef13,exact_normalized_district_name_address
fac_c7c16efd11220c19,일신효복지센터,부평구,인천광역시 부평구 동수천로 120 201호 (부개동),3,1,nhis_ltc,재가장기요양기관 방문간호 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_429063889ecef96f | obs_92aae7f7caf221c2 | obs_d2969dd27a74d6cc,exact_normalized_district_name_address
fac_c7e3026b53622e9a,소금재가복지센터,부평구,"인천광역시 부평구 백범로488번길 20, 102호 (십정동)",6,2,incheon_elderly | nhis_ltc,방문간호 | 방문목욕 | 방문요양 | 재가노인복지시설 방문간호 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_0720bc385df89693 | obs_47f653330b777685 | obs_75d146efb48b9f76 | obs_8ed7e610dc2a1ae2 | obs_ae630769aed7db93 | obs_db3e5c4e581cc024,exact_normalized_district_name_address
fac_c819d4520d023d6d,봄날요양원,남동구,"인천광역시 남동구 논현로 40, 6~7층 (논현동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_22c99ae6760851b1 | obs_8dd1cbb9509b6b76,exact_normalized_district_name_address
fac_c85d5bdd964c2169,이랑방문요양센터,남동구,"인천광역시 남동구 담방로21번길 55, 2층 222호 (만수동, 뉴서울아파트 상가)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_36baa62e45b9b495 | obs_4004a75ca36221e8 | obs_8137522188f31954 | obs_e1b842e44db12f84,exact_normalized_district_name_address
fac_c861857c58535b1c,효성비전 노인복지센터,계양구,"인천광역시 계양구 아나지로 75, 3층 (효성동)",3,2,incheon_elderly | nhis_ltc,노인요양공동생활가정 | 노인요양시설 | 노인요양시설(개정법),obs_07ff38ff613f43c6 | obs_45c9347871d6157c | obs_59f108441837b529,exact_normalized_district_name_address
fac_c89f6752676f4712,에이스'케어,미추홀구,"인천광역시 미추홀구 경원대로 869 1703호 (주안동, 르네상스빌딩)",2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_54bd9e6f46185177 | obs_d66c4e147fc28af0,exact_normalized_district_name_address
fac_c8d4d5dfe8a82576,검단 다은요양원,서구,"인천광역시 서구 고산후로95번길 28, 5층 (당하동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_5f767d2a90ca9e58 | obs_f49849caa3ead8a6,exact_normalized_district_name_address
