source_date,mode,place_id,source_id,source_code,name,source_district,district,dong,admin_dong_code,latitude,longitude,coordinate_status,in_incheon
20260228,bus,bus:168000174,168000174,42174,41번구종점,서구,서해구,신현원창동,,37.5137963,126.6671947,valid_header_swapped,true
20260228,bus,bus:162000145,162000145,36145,510번차고지,동구,제물포구,송현3동,,37.4902778,126.6508695,valid_header_swapped,true
20260228,bus,bus:165000470,165000470,39470,540번종점,남동구,남동구,만수3동,,37.4646436,126.7272037,valid_header_swapped,true
20260228,bus,bus:163000577,163000577,37577,6공단사거리,미추홀구,미추홀구,도화23동,,37.4739498,126.6680982,valid_header_swapped,true
20260228,bus,bus:163000443,163000443,37443,6공단입구,미추홀구,미추홀구,주안5동,,37.4698455,126.6798502,valid_header_swapped,true
20260228,bus,bus:163000442,163000442,37442,6공단입구,미추홀구,미추홀구,주안5동,,37.4696035,126.6799835,valid_header_swapped,true
20260228,bus,bus:115000204,115000204,25204,88JC(미정차),코드정보 없음,코드정보 없음,방화3동,,37.5839641,126.8209974,valid_header_swapped,false
20260228,bus,bus:115000203,115000203,25201,88JC(미정차),코드정보 없음,코드정보 없음,방화3동,,37.5842732,126.8196587,valid_header_swapped,false
20260228,bus,bus:161000181,161000181,35181,8부두,중구,제물포구,북성동,,37.4777085,126.6148029,valid_header_swapped,true
20260228,bus,bus:161000182,161000182,35182,8부두,중구,제물포구,북성동,,37.4772704,126.6146797,valid_header_swapped,true
20260228,bus,bus:168001451,168001451,89451,BMN R&D센터,서구,서해구,청라동,,37.5146654,126.6280402,valid_header_swapped,true
20260228,bus,bus:168001452,168001452,89452,BMN R&D센터,서구,서해구,청라동,,37.5145211,126.6279038,valid_header_swapped,true
20260228,bus,bus:169001477,169001477,90477,BMX경기장,강화군,강화군,송해면,,37.7562385,126.4715781,valid_header_swapped,true
20260228,bus,bus:169001459,169001459,90459,BMX경기장,강화군,강화군,송해면,,37.7562849,126.4715002,valid_header_swapped,true
20260228,bus,bus:161000591,161000591,35591,CJ인천2공장,중구,제물포구,신흥동,,37.4383553,126.6269444,valid_header_swapped,true
20260228,bus,bus:161000592,161000592,35592,CJ인천2공장,중구,제물포구,신흥동,,37.4382589,126.6272414,valid_header_swapped,true
20260228,bus,bus:168000726,168000726,42726,E편한세상,서구,검단구,불로대곡동,,37.6181379,126.6935110,valid_header_swapped,true
20260228,bus,bus:168000649,168000649,42649,E편한세상,서구,검단구,불로대곡동,,37.6185343,126.6934765,valid_header_swapped,true
20260228,bus,bus:168000453,168000453,42453,E편한세상,서구,검단구,원당동,,37.5963129,126.7008556,valid_header_swapped,true
20260228,bus,bus:166000568,166000568,40568,GM물류센터,부평구,부평구,청천2동,,37.5176733,126.7102485,valid_header_swapped,true
20260228,bus,bus:162000142,162000142,36142,GS25편의점,동구,제물포구,송현1동2동,,37.4805899,126.6360823,valid_header_swapped,true
20260228,bus,bus:170000147,170000147,44147,GS내리주유소,옹진군,옹진군,영흥면,,37.2579532,126.4851520,valid_header_swapped,true
20260228,bus,bus:170000130,170000130,44130,GS내리주유소,옹진군,옹진군,영흥면,,37.2581112,126.4848530,valid_header_swapped,true
20260228,bus,bus:168001220,168001220,89220,GS칼텍스,서구,서해구,신현원창동,,37.5071530,126.6419451,valid_header_swapped,true
20260228,bus,bus:168001224,168001224,89224,GS칼텍스,서구,서해구,신현원창동,,37.5068336,126.6403155,valid_header_swapped,true
20260228,bus,bus:161000168,161000168,35168,GS칼텍스,중구,제물포구,북성동,,37.4787104,126.6031719,valid_header_swapped,true
20260228,bus,bus:161000557,161000557,35557,GS칼텍스,중구,제물포구,북성동,,37.4783303,126.6017822,valid_header_swapped,true
20260228,bus,bus:165000814,165000814,39814,GS칼텍스주유소,남동구,남동구,만수4동,,37.4528047,126.7366717,valid_header_swapped,true
20260228,bus,bus:162000081,162000081,36081,HD현대인프라코어,동구,제물포구,화수2동,,37.4858440,126.6293604,valid_header_swapped,true
20260228,bus,bus:162000083,162000083,36083,HD현대인프라코어,동구,제물포구,화수2동,,37.4861284,126.6296671,valid_header_swapped,true
20260228,bus,bus:162000077,162000077,36077,HD현대인프라코어후문,동구,제물포구,만석동,,37.4869701,126.6239158,valid_header_swapped,true
