reference_year,reference_period,source_admin_code,source_admin_name,source_sido_name,source_sigungu_name,source_eupmyeondong_name,harmonization_status,households_total,one_person_households,two_person_households,three_person_households,four_person_households,five_person_households,six_person_households,seven_person_households,eight_person_households,nine_person_households,ten_plus_person_households,one_person_household_share_pct,source_file
2024,2024-12,2826055000,인천광역시 서구 석남1동,인천광역시,서구,석남1동,requires_2026_07_01_reform_crosswalk,10269,4811,2706,1575,896,238,38,4,0,1,0,46.8497,jumin_households_size_202412.csv
2024,2024-12,2826056000,인천광역시 서구 석남2동,인천광역시,서구,석남2동,requires_2026_07_01_reform_crosswalk,5805,2424,1679,975,560,134,23,9,0,1,0,41.7571,jumin_households_size_202412.csv
2024,2024-12,2826056100,인천광역시 서구 석남3동,인천광역시,서구,석남3동,requires_2026_07_01_reform_crosswalk,6452,2884,1799,1045,552,139,26,3,3,0,1,44.6993,jumin_households_size_202412.csv
2024,2024-12,2826057500,인천광역시 서구 신현원창동,인천광역시,서구,신현원창동,requires_2026_07_01_reform_crosswalk,12493,4012,3407,2587,1936,442,82,18,5,3,1,32.1140,jumin_households_size_202412.csv
2024,2024-12,2826058000,인천광역시 서구 가좌1동,인천광역시,서구,가좌1동,requires_2026_07_01_reform_crosswalk,6684,3265,1806,977,492,121,15,6,0,1,1,48.8480,jumin_households_size_202412.csv
2024,2024-12,2826059000,인천광역시 서구 가좌2동,인천광역시,서구,가좌2동,requires_2026_07_01_reform_crosswalk,7545,2100,2139,1682,1236,306,58,19,3,1,1,27.8330,jumin_households_size_202412.csv
2024,2024-12,2826060000,인천광역시 서구 가좌3동,인천광역시,서구,가좌3동,requires_2026_07_01_reform_crosswalk,7824,3537,2257,1204,679,115,24,5,2,1,0,45.2071,jumin_households_size_202412.csv
2024,2024-12,2826061000,인천광역시 서구 가좌4동,인천광역시,서구,가좌4동,requires_2026_07_01_reform_crosswalk,5735,2241,1610,1086,647,118,23,8,2,0,0,39.0759,jumin_households_size_202412.csv
2024,2024-12,2826068000,인천광역시 서구 검단동,인천광역시,서구,검단동,requires_2026_07_01_reform_crosswalk,15232,6472,3570,2601,1998,499,67,23,2,0,0,42.4895,jumin_households_size_202412.csv
2024,2024-12,2826069000,인천광역시 서구 불로대곡동,인천광역시,서구,불로대곡동,requires_2026_07_01_reform_crosswalk,10259,3324,2585,2081,1740,435,75,15,3,0,1,32.4008,jumin_households_size_202412.csv
2024,2024-12,2826070000,인천광역시 서구 원당동,인천광역시,서구,원당동,requires_2026_07_01_reform_crosswalk,10404,3561,2342,2187,1834,394,69,13,3,1,0,34.2272,jumin_households_size_202412.csv
2024,2024-12,2826071000,인천광역시 서구 당하동,인천광역시,서구,당하동,requires_2026_07_01_reform_crosswalk,12243,4122,3009,2525,2049,432,84,14,8,0,0,33.6682,jumin_households_size_202412.csv
2024,2024-12,2826072000,인천광역시 서구 오류왕길동,인천광역시,서구,오류왕길동,requires_2026_07_01_reform_crosswalk,10247,3330,2517,2091,1766,447,76,15,3,0,2,32.4973,jumin_households_size_202412.csv
2024,2024-12,2826073000,인천광역시 서구 마전동,인천광역시,서구,마전동,requires_2026_07_01_reform_crosswalk,8104,2109,1846,1863,1666,502,82,25,7,3,1,26.0242,jumin_households_size_202412.csv
2024,2024-12,2826074000,인천광역시 서구 아라동,인천광역시,서구,아라동,requires_2026_07_01_reform_crosswalk,26864,6009,6002,7141,6306,1188,177,30,11,0,0,22.3682,jumin_households_size_202412.csv
2024,2024-12,2871025000,인천광역시 강화군 강화읍,인천광역시,강화군,강화읍,pre_reform_code_preserved_district_not_reorganized,10599,4544,2981,1598,985,352,105,19,8,3,4,42.8720,jumin_households_size_202412.csv
2024,2024-12,2871031000,인천광역시 강화군 선원면,인천광역시,강화군,선원면,pre_reform_code_preserved_district_not_reorganized,4204,1602,1313,645,442,147,47,6,2,0,0,38.1066,jumin_households_size_202412.csv
2024,2024-12,2871032000,인천광역시 강화군 불은면,인천광역시,강화군,불은면,pre_reform_code_preserved_district_not_reorganized,2779,1362,916,284,134,56,20,4,2,0,1,49.0104,jumin_households_size_202412.csv
2024,2024-12,2871033000,인천광역시 강화군 길상면,인천광역시,강화군,길상면,pre_reform_code_preserved_district_not_reorganized,3725,1712,1135,502,235,99,26,12,3,0,1,45.9597,jumin_households_size_202412.csv
2024,2024-12,2871034000,인천광역시 강화군 화도면,인천광역시,강화군,화도면,pre_reform_code_preserved_district_not_reorganized,2499,1246,777,263,128,55,22,7,0,0,1,49.8599,jumin_households_size_202412.csv
2024,2024-12,2871035000,인천광역시 강화군 양도면,인천광역시,강화군,양도면,pre_reform_code_preserved_district_not_reorganized,2208,979,783,255,124,43,15,6,0,1,2,44.3388,jumin_households_size_202412.csv
2024,2024-12,2871036000,인천광역시 강화군 내가면,인천광역시,강화군,내가면,pre_reform_code_preserved_district_not_reorganized,1651,799,563,177,73,20,14,2,2,1,0,48.3949,jumin_households_size_202412.csv
2024,2024-12,2871037000,인천광역시 강화군 하점면,인천광역시,강화군,하점면,pre_reform_code_preserved_district_not_reorganized,2097,952,735,248,89,45,17,4,3,2,2,45.3982,jumin_households_size_202412.csv
2024,2024-12,2871038000,인천광역시 강화군 양사면,인천광역시,강화군,양사면,pre_reform_code_preserved_district_not_reorganized,1042,508,350,96,61,17,7,2,0,0,1,48.7524,jumin_households_size_202412.csv
2024,2024-12,2871039000,인천광역시 강화군 송해면,인천광역시,강화군,송해면,pre_reform_code_preserved_district_not_reorganized,1656,701,610,189,101,39,12,2,2,0,0,42.3309,jumin_households_size_202412.csv
2024,2024-12,2871040000,인천광역시 강화군 교동면,인천광역시,강화군,교동면,pre_reform_code_preserved_district_not_reorganized,1530,748,523,173,51,29,4,1,1,0,0,48.8889,jumin_households_size_202412.csv
2024,2024-12,2871041000,인천광역시 강화군 삼산면,인천광역시,강화군,삼산면,pre_reform_code_preserved_district_not_reorganized,1189,622,365,133,41,21,4,3,0,0,0,52.3129,jumin_households_size_202412.csv
2024,2024-12,2871042000,인천광역시 강화군 서도면,인천광역시,강화군,서도면,pre_reform_code_preserved_district_not_reorganized,218,120,70,17,6,4,0,0,0,1,0,55.0459,jumin_households_size_202412.csv
2024,2024-12,2871042500,인천광역시 강화군 서도면볼음출장소,인천광역시,강화군,서도면볼음출장소,pre_reform_code_preserved_district_not_reorganized,191,120,57,11,2,1,0,0,0,0,0,62.8272,jumin_households_size_202412.csv
2024,2024-12,2872031000,인천광역시 옹진군 북도면,인천광역시,옹진군,북도면,pre_reform_code_preserved_district_not_reorganized,680,378,202,57,26,8,4,3,1,1,0,55.5882,jumin_households_size_202412.csv
2024,2024-12,2872031500,인천광역시 옹진군 북도면장봉출장소,인천광역시,옹진군,북도면장봉출장소,pre_reform_code_preserved_district_not_reorganized,544,297,173,52,13,4,2,0,1,0,2,54.5956,jumin_households_size_202412.csv
2024,2024-12,2872033000,인천광역시 옹진군 백령면,인천광역시,옹진군,백령면,pre_reform_code_preserved_district_not_reorganized,2868,1811,593,230,163,49,18,2,2,0,0,63.1450,jumin_households_size_202412.csv
2024,2024-12,2872034000,인천광역시 옹진군 대청면,인천광역시,옹진군,대청면,pre_reform_code_preserved_district_not_reorganized,794,534,171,48,28,9,1,2,1,0,0,67.2544,jumin_households_size_202412.csv
2024,2024-12,2872034500,인천광역시 옹진군 대청면소청출장소,인천광역시,옹진군,대청면소청출장소,pre_reform_code_preserved_district_not_reorganized,183,141,38,3,0,1,0,0,0,0,0,77.0492,jumin_households_size_202412.csv
2024,2024-12,2872035000,인천광역시 옹진군 덕적면,인천광역시,옹진군,덕적면,pre_reform_code_preserved_district_not_reorganized,1231,765,322,92,31,14,5,2,0,0,0,62.1446,jumin_households_size_202412.csv
2024,2024-12,2872036000,인천광역시 옹진군 영흥면,인천광역시,옹진군,영흥면,pre_reform_code_preserved_district_not_reorganized,3762,2126,954,391,195,71,19,6,0,0,0,56.5125,jumin_households_size_202412.csv
2024,2024-12,2872037000,인천광역시 옹진군 자월면,인천광역시,옹진군,자월면,pre_reform_code_preserved_district_not_reorganized,604,368,172,41,15,6,1,0,0,0,1,60.9272,jumin_households_size_202412.csv
2024,2024-12,2872037500,인천광역시 옹진군 자월면이작출장소,인천광역시,옹진군,자월면이작출장소,pre_reform_code_preserved_district_not_reorganized,224,129,68,16,7,4,0,0,0,0,0,57.5893,jumin_households_size_202412.csv
2024,2024-12,2872038000,인천광역시 옹진군 연평면,인천광역시,옹진군,연평면,pre_reform_code_preserved_district_not_reorganized,1470,1139,209,74,28,18,2,0,0,0,0,77.4830,jumin_households_size_202412.csv
2025,2025-12,2811052000,인천광역시 중구 연안동,인천광역시,중구,연안동,requires_2026_07_01_reform_crosswalk,2841,1553,742,304,178,53,8,2,1,0,0,54.6639,jumin_households_size_202512.csv
2025,2025-12,2811053000,인천광역시 중구 신포동,인천광역시,중구,신포동,requires_2026_07_01_reform_crosswalk,2445,1339,562,307,164,57,12,2,2,0,0,54.7648,jumin_households_size_202512.csv
2025,2025-12,2811054000,인천광역시 중구 신흥동,인천광역시,중구,신흥동,requires_2026_07_01_reform_crosswalk,7008,3081,1873,1143,694,175,32,6,2,2,0,43.9640,jumin_households_size_202512.csv
2025,2025-12,2811056000,인천광역시 중구 도원동,인천광역시,중구,도원동,requires_2026_07_01_reform_crosswalk,1967,1065,552,212,97,29,9,3,0,0,0,54.1434,jumin_households_size_202512.csv
2025,2025-12,2811057000,인천광역시 중구 율목동,인천광역시,중구,율목동,requires_2026_07_01_reform_crosswalk,1807,1123,427,159,73,19,4,2,0,0,0,62.1472,jumin_households_size_202512.csv
2025,2025-12,2811058500,인천광역시 중구 동인천동,인천광역시,중구,동인천동,requires_2026_07_01_reform_crosswalk,3269,2086,684,300,152,36,9,2,0,0,0,63.8116,jumin_households_size_202512.csv
2025,2025-12,2811061500,인천광역시 중구 개항동,인천광역시,중구,개항동,requires_2026_07_01_reform_crosswalk,3800,2135,981,423,206,45,8,2,0,0,0,56.1842,jumin_households_size_202512.csv
2025,2025-12,2811062000,인천광역시 중구 영종동,인천광역시,중구,영종동,requires_2026_07_01_reform_crosswalk,14767,7140,3568,2146,1490,330,70,15,6,0,2,48.3511,jumin_households_size_202512.csv
2025,2025-12,2811062200,인천광역시 중구 영종1동,인천광역시,중구,영종1동,requires_2026_07_01_reform_crosswalk,14551,4478,3428,3225,2740,551,101,19,4,4,1,30.7745,jumin_households_size_202512.csv
2025,2025-12,2811062300,인천광역시 중구 영종2동,인천광역시,중구,영종2동,requires_2026_07_01_reform_crosswalk,10798,3107,2405,2496,2175,495,97,15,6,2,0,28.7738,jumin_households_size_202512.csv
2025,2025-12,2811062800,인천광역시 중구 운서동,인천광역시,중구,운서동,requires_2026_07_01_reform_crosswalk,23393,15027,3624,2343,1801,464,98,26,7,1,2,64.2372,jumin_households_size_202512.csv
2025,2025-12,2811063000,인천광역시 중구 용유동,인천광역시,중구,용유동,requires_2026_07_01_reform_crosswalk,2242,1451,548,160,65,16,2,0,0,0,0,64.7190,jumin_households_size_202512.csv
2025,2025-12,2814051000,인천광역시 동구 만석동,인천광역시,동구,만석동,requires_2026_07_01_reform_crosswalk,3061,1345,882,442,311,60,14,6,1,0,0,43.9399,jumin_households_size_202512.csv
2025,2025-12,2814052500,인천광역시 동구 화수1.화평동,인천광역시,동구,화수1.화평동,requires_2026_07_01_reform_crosswalk,2697,1246,765,407,208,58,11,1,0,0,1,46.1995,jumin_households_size_202512.csv
2025,2025-12,2814053000,인천광역시 동구 화수2동,인천광역시,동구,화수2동,requires_2026_07_01_reform_crosswalk,3583,1759,1004,482,259,67,11,1,0,0,0,49.0929,jumin_households_size_202512.csv
2025,2025-12,2814055500,인천광역시 동구 송현1.2동,인천광역시,동구,송현1.2동,requires_2026_07_01_reform_crosswalk,4306,1529,1264,828,541,110,26,7,1,0,0,35.5086,jumin_households_size_202512.csv
2025,2025-12,2814057000,인천광역시 동구 송현3동,인천광역시,동구,송현3동,requires_2026_07_01_reform_crosswalk,1534,854,403,174,79,22,2,0,0,0,0,55.6714,jumin_households_size_202512.csv
2025,2025-12,2814058000,인천광역시 동구 송림1동,인천광역시,동구,송림1동,requires_2026_07_01_reform_crosswalk,2793,831,862,631,335,111,17,5,0,0,1,29.7530,jumin_households_size_202512.csv
2025,2025-12,2814059000,인천광역시 동구 송림2동,인천광역시,동구,송림2동,requires_2026_07_01_reform_crosswalk,727,470,165,55,28,8,0,1,0,0,0,64.6492,jumin_households_size_202512.csv
2025,2025-12,2814060500,인천광역시 동구 송림3.5동,인천광역시,동구,송림3.5동,requires_2026_07_01_reform_crosswalk,2336,855,645,446,290,86,10,3,0,0,1,36.6010,jumin_households_size_202512.csv
2025,2025-12,2814061000,인천광역시 동구 송림4동,인천광역시,동구,송림4동,requires_2026_07_01_reform_crosswalk,2492,694,745,589,374,76,12,2,0,0,0,27.8491,jumin_households_size_202512.csv
2025,2025-12,2814063000,인천광역시 동구 송림6동,인천광역시,동구,송림6동,requires_2026_07_01_reform_crosswalk,2466,863,694,468,331,82,25,2,1,0,0,34.9959,jumin_households_size_202512.csv
2025,2025-12,2814064000,인천광역시 동구 금창동,인천광역시,동구,금창동,requires_2026_07_01_reform_crosswalk,1221,662,335,124,77,17,4,1,1,0,0,54.2179,jumin_households_size_202512.csv
2025,2025-12,2817751000,인천광역시 미추홀구 숭의2동,인천광역시,미추홀구,숭의2동,pre_reform_code_preserved_district_not_reorganized,6665,2932,1847,1069,609,147,54,6,0,1,0,43.9910,jumin_households_size_202512.csv
2025,2025-12,2817752000,인천광역시 미추홀구 숭의1.3동,인천광역시,미추홀구,숭의1.3동,pre_reform_code_preserved_district_not_reorganized,8458,3500,2376,1454,898,187,32,8,1,2,0,41.3809,jumin_households_size_202512.csv
2025,2025-12,2817753000,인천광역시 미추홀구 숭의4동,인천광역시,미추홀구,숭의4동,pre_reform_code_preserved_district_not_reorganized,8067,3476,2169,1356,813,199,48,6,0,0,0,43.0891,jumin_households_size_202512.csv
2025,2025-12,2817754000,인천광역시 미추홀구 용현1.4동,인천광역시,미추홀구,용현1.4동,pre_reform_code_preserved_district_not_reorganized,11184,7702,2010,906,437,93,23,11,1,0,1,68.8662,jumin_households_size_202512.csv
2025,2025-12,2817755000,인천광역시 미추홀구 용현2동,인천광역시,미추홀구,용현2동,pre_reform_code_preserved_district_not_reorganized,10348,4038,2536,2054,1362,297,49,7,2,2,1,39.0220,jumin_households_size_202512.csv
2025,2025-12,2817756000,인천광역시 미추홀구 용현3동,인천광역시,미추홀구,용현3동,pre_reform_code_preserved_district_not_reorganized,4114,2496,991,378,196,39,10,3,1,0,0,60.6709,jumin_households_size_202512.csv
2025,2025-12,2817757000,인천광역시 미추홀구 용현5동,인천광역시,미추홀구,용현5동,pre_reform_code_preserved_district_not_reorganized,19797,7491,4859,3746,2864,673,126,27,6,3,2,37.8391,jumin_households_size_202512.csv
2025,2025-12,2817758000,인천광역시 미추홀구 학익1동,인천광역시,미추홀구,학익1동,pre_reform_code_preserved_district_not_reorganized,17151,5317,4358,3684,2906,709,136,26,7,6,2,31.0011,jumin_households_size_202512.csv
2025,2025-12,2817759000,인천광역시 미추홀구 학익2동,인천광역시,미추홀구,학익2동,pre_reform_code_preserved_district_not_reorganized,7996,3191,2271,1365,904,212,45,7,0,0,1,39.9075,jumin_households_size_202512.csv
2025,2025-12,2817760000,인천광역시 미추홀구 도화1동,인천광역시,미추홀구,도화1동,pre_reform_code_preserved_district_not_reorganized,10250,4605,2763,1651,935,239,47,8,2,0,0,44.9268,jumin_households_size_202512.csv
2025,2025-12,2817761000,인천광역시 미추홀구 도화2.3동,인천광역시,미추홀구,도화2.3동,pre_reform_code_preserved_district_not_reorganized,13564,5103,3497,2678,1829,372,68,10,4,0,3,37.6216,jumin_households_size_202512.csv
2025,2025-12,2817762000,인천광역시 미추홀구 주안1동,인천광역시,미추홀구,주안1동,pre_reform_code_preserved_district_not_reorganized,12019,7508,2515,1220,609,132,25,8,1,0,1,62.4678,jumin_households_size_202512.csv
2025,2025-12,2817763000,인천광역시 미추홀구 주안2동,인천광역시,미추홀구,주안2동,pre_reform_code_preserved_district_not_reorganized,10746,4592,3074,1796,1029,192,46,15,1,1,0,42.7322,jumin_households_size_202512.csv
2025,2025-12,2817764000,인천광역시 미추홀구 주안3동,인천광역시,미추홀구,주안3동,pre_reform_code_preserved_district_not_reorganized,6166,2803,1681,960,577,115,26,4,0,0,0,45.4590,jumin_households_size_202512.csv
2025,2025-12,2817765000,인천광역시 미추홀구 주안4동,인천광역시,미추홀구,주안4동,pre_reform_code_preserved_district_not_reorganized,9613,3975,2620,1722,1040,205,44,6,1,0,0,41.3503,jumin_households_size_202512.csv
2025,2025-12,2817766000,인천광역시 미추홀구 주안5동,인천광역시,미추홀구,주안5동,pre_reform_code_preserved_district_not_reorganized,9980,4785,2620,1512,838,202,17,3,0,1,2,47.9459,jumin_households_size_202512.csv
2025,2025-12,2817767000,인천광역시 미추홀구 주안6동,인천광역시,미추홀구,주안6동,pre_reform_code_preserved_district_not_reorganized,10182,4482,2594,1653,1128,259,48,14,1,2,1,44.0189,jumin_households_size_202512.csv
2025,2025-12,2817768000,인천광역시 미추홀구 주안7동,인천광역시,미추홀구,주안7동,pre_reform_code_preserved_district_not_reorganized,6181,2770,1798,923,545,116,22,7,0,0,0,44.8148,jumin_households_size_202512.csv
2025,2025-12,2817769000,인천광역시 미추홀구 주안8동,인천광역시,미추홀구,주안8동,pre_reform_code_preserved_district_not_reorganized,8820,3493,2520,1545,980,227,47,5,2,1,0,39.6032,jumin_households_size_202512.csv
2025,2025-12,2817770000,인천광역시 미추홀구 관교동,인천광역시,미추홀구,관교동,pre_reform_code_preserved_district_not_reorganized,6166,2205,1776,1127,778,218,46,11,2,2,1,35.7606,jumin_households_size_202512.csv
2025,2025-12,2817771000,인천광역시 미추홀구 문학동,인천광역시,미추홀구,문학동,pre_reform_code_preserved_district_not_reorganized,7775,4449,1677,882,565,156,40,6,0,0,0,57.2219,jumin_households_size_202512.csv
2025,2025-12,2818563000,인천광역시 연수구 옥련1동,인천광역시,연수구,옥련1동,pre_reform_code_preserved_district_not_reorganized,7935,2997,2181,1510,979,218,40,5,3,1,1,37.7694,jumin_households_size_202512.csv
2025,2025-12,2818564000,인천광역시 연수구 옥련2동,인천광역시,연수구,옥련2동,pre_reform_code_preserved_district_not_reorganized,8140,2344,2229,1875,1329,307,40,14,1,0,1,28.7961,jumin_households_size_202512.csv
2025,2025-12,2818575000,인천광역시 연수구 선학동,인천광역시,연수구,선학동,pre_reform_code_preserved_district_not_reorganized,8613,3855,2163,1439,907,192,43,11,2,1,0,44.7579,jumin_households_size_202512.csv
2025,2025-12,2818576100,인천광역시 연수구 연수1동,인천광역시,연수구,연수1동,pre_reform_code_preserved_district_not_reorganized,8579,4498,1883,1225,734,192,34,11,1,0,1,52.4304,jumin_households_size_202512.csv
2025,2025-12,2818576200,인천광역시 연수구 연수2동,인천광역시,연수구,연수2동,pre_reform_code_preserved_district_not_reorganized,9580,4511,2306,1483,995,231,45,4,4,0,1,47.0877,jumin_households_size_202512.csv
2025,2025-12,2818576300,인천광역시 연수구 연수3동,인천광역시,연수구,연수3동,pre_reform_code_preserved_district_not_reorganized,7064,3100,1838,1189,748,152,29,5,0,3,0,43.8845,jumin_households_size_202512.csv
2025,2025-12,2818576600,인천광역시 연수구 청학동,인천광역시,연수구,청학동,pre_reform_code_preserved_district_not_reorganized,11888,6242,2886,1622,814,253,48,15,6,2,0,52.5067,jumin_households_size_202512.csv
2025,2025-12,2818578000,인천광역시 연수구 동춘1동,인천광역시,연수구,동춘1동,pre_reform_code_preserved_district_not_reorganized,9574,1911,2699,2517,1932,414,74,14,4,3,6,19.9603,jumin_households_size_202512.csv
2025,2025-12,2818579000,인천광역시 연수구 동춘2동,인천광역시,연수구,동춘2동,pre_reform_code_preserved_district_not_reorganized,6817,1780,2042,1623,1140,189,35,6,2,0,0,26.1112,jumin_households_size_202512.csv
2025,2025-12,2818579500,인천광역시 연수구 동춘3동,인천광역시,연수구,동춘3동,pre_reform_code_preserved_district_not_reorganized,5750,634,1317,1631,1651,421,70,22,4,0,0,11.0261,jumin_households_size_202512.csv
2025,2025-12,2818582000,인천광역시 연수구 송도1동,인천광역시,연수구,송도1동,pre_reform_code_preserved_district_not_reorganized,15288,5606,2793,3071,2907,705,147,38,10,6,5,36.6693,jumin_households_size_202512.csv
2025,2025-12,2818583000,인천광역시 연수구 송도2동,인천광역시,연수구,송도2동,pre_reform_code_preserved_district_not_reorganized,12413,1884,2209,3564,3793,795,116,40,7,3,2,15.1776,jumin_households_size_202512.csv
2025,2025-12,2818584000,인천광역시 연수구 송도3동,인천광역시,연수구,송도3동,pre_reform_code_preserved_district_not_reorganized,19720,6085,3870,4772,4087,739,110,37,12,5,3,30.8570,jumin_households_size_202512.csv
2025,2025-12,2818585000,인천광역시 연수구 송도4동,인천광역시,연수구,송도4동,pre_reform_code_preserved_district_not_reorganized,19954,4165,4192,5545,4975,910,133,25,8,1,0,20.8730,jumin_households_size_202512.csv
2025,2025-12,2818586000,인천광역시 연수구 송도5동,인천광역시,연수구,송도5동,pre_reform_code_preserved_district_not_reorganized,17373,3525,4324,4897,3854,637,113,14,6,2,1,20.2901,jumin_households_size_202512.csv
2025,2025-12,2820051000,인천광역시 남동구 구월1동,인천광역시,남동구,구월1동,pre_reform_code_preserved_district_not_reorganized,13834,5463,3416,2507,1945,413,73,14,2,0,1,39.4897,jumin_households_size_202512.csv
2025,2025-12,2820052000,인천광역시 남동구 구월2동,인천광역시,남동구,구월2동,pre_reform_code_preserved_district_not_reorganized,13938,3116,3590,3514,2918,647,114,30,5,2,2,22.3561,jumin_households_size_202512.csv
2025,2025-12,2820052100,인천광역시 남동구 구월3동,인천광역시,남동구,구월3동,pre_reform_code_preserved_district_not_reorganized,17190,11066,3253,1649,944,212,50,13,1,2,0,64.3746,jumin_households_size_202512.csv
2025,2025-12,2820052200,인천광역시 남동구 구월4동,인천광역시,남동구,구월4동,pre_reform_code_preserved_district_not_reorganized,7406,4200,1844,788,440,103,24,5,2,0,0,56.7108,jumin_households_size_202512.csv
2025,2025-12,2820053000,인천광역시 남동구 간석1동,인천광역시,남동구,간석1동,pre_reform_code_preserved_district_not_reorganized,9127,4237,2437,1457,773,177,33,11,2,0,0,46.4227,jumin_households_size_202512.csv
2025,2025-12,2820054000,인천광역시 남동구 간석2동,인천광역시,남동구,간석2동,pre_reform_code_preserved_district_not_reorganized,9227,3604,2267,1696,1248,318,74,16,3,1,0,39.0593,jumin_households_size_202512.csv
2025,2025-12,2820055000,인천광역시 남동구 간석3동,인천광역시,남동구,간석3동,pre_reform_code_preserved_district_not_reorganized,12526,5637,3389,2036,1128,258,58,14,3,1,2,45.0024,jumin_households_size_202512.csv
2025,2025-12,2820055100,인천광역시 남동구 간석4동,인천광역시,남동구,간석4동,pre_reform_code_preserved_district_not_reorganized,13629,5991,3557,2302,1370,333,57,14,3,2,0,43.9577,jumin_households_size_202512.csv
2025,2025-12,2820056000,인천광역시 남동구 만수1동,인천광역시,남동구,만수1동,pre_reform_code_preserved_district_not_reorganized,8675,4737,2221,1092,493,107,20,5,0,0,0,54.6052,jumin_households_size_202512.csv
2025,2025-12,2820057000,인천광역시 남동구 만수2동,인천광역시,남동구,만수2동,pre_reform_code_preserved_district_not_reorganized,9505,3066,2665,1951,1390,360,56,12,3,2,0,32.2567,jumin_households_size_202512.csv
2025,2025-12,2820058000,인천광역시 남동구 만수3동,인천광역시,남동구,만수3동,pre_reform_code_preserved_district_not_reorganized,6959,2416,1960,1355,955,208,51,11,1,0,2,34.7176,jumin_households_size_202512.csv
2025,2025-12,2820058100,인천광역시 남동구 만수4동,인천광역시,남동구,만수4동,pre_reform_code_preserved_district_not_reorganized,8734,3380,2588,1583,973,165,39,3,1,2,0,38.6993,jumin_households_size_202512.csv
2025,2025-12,2820058200,인천광역시 남동구 만수5동,인천광역시,남동구,만수5동,pre_reform_code_preserved_district_not_reorganized,7421,3602,2092,1050,508,132,31,5,1,0,0,48.5379,jumin_households_size_202512.csv
2025,2025-12,2820058300,인천광역시 남동구 만수6동,인천광역시,남동구,만수6동,pre_reform_code_preserved_district_not_reorganized,10072,3897,2769,1812,1240,267,67,17,2,0,1,38.6914,jumin_households_size_202512.csv
2025,2025-12,2820065000,인천광역시 남동구 장수서창동,인천광역시,남동구,장수서창동,pre_reform_code_preserved_district_not_reorganized,7787,2487,2236,1492,1155,324,67,17,7,2,0,31.9378,jumin_households_size_202512.csv
2025,2025-12,2820065500,인천광역시 남동구 서창2동,인천광역시,남동구,서창2동,pre_reform_code_preserved_district_not_reorganized,15657,5236,3602,3144,2937,617,99,20,0,2,0,33.4419,jumin_households_size_202512.csv
2025,2025-12,2820066000,인천광역시 남동구 남촌도림동,인천광역시,남동구,남촌도림동,pre_reform_code_preserved_district_not_reorganized,8896,3488,2586,1555,962,242,52,11,0,0,0,39.2086,jumin_households_size_202512.csv
2025,2025-12,2820069000,인천광역시 남동구 논현1동,인천광역시,남동구,논현1동,pre_reform_code_preserved_district_not_reorganized,14048,5486,3514,2462,2001,456,98,21,7,2,1,39.0518,jumin_households_size_202512.csv
2025,2025-12,2820070000,인천광역시 남동구 논현2동,인천광역시,남동구,논현2동,pre_reform_code_preserved_district_not_reorganized,15049,6715,3945,2275,1592,411,84,19,6,1,1,44.6209,jumin_households_size_202512.csv
2025,2025-12,2820071000,인천광역시 남동구 논현고잔동,인천광역시,남동구,논현고잔동,pre_reform_code_preserved_district_not_reorganized,15640,4567,3545,3426,3322,646,106,20,7,0,1,29.2008,jumin_households_size_202512.csv
2025,2025-12,2823751000,인천광역시 부평구 부평1동,인천광역시,부평구,부평1동,pre_reform_code_preserved_district_not_reorganized,17282,7881,4382,2827,1756,342,64,20,8,2,0,45.6024,jumin_households_size_202512.csv
2025,2025-12,2823752000,인천광역시 부평구 부평2동,인천광역시,부평구,부평2동,pre_reform_code_preserved_district_not_reorganized,8407,3763,2336,1349,767,151,29,2,8,0,2,44.7603,jumin_households_size_202512.csv
2025,2025-12,2823753000,인천광역시 부평구 부평3동,인천광역시,부평구,부평3동,pre_reform_code_preserved_district_not_reorganized,7426,3272,1997,1306,674,137,30,4,3,0,3,44.0614,jumin_households_size_202512.csv
2025,2025-12,2823754000,인천광역시 부평구 부평4동,인천광역시,부평구,부평4동,pre_reform_code_preserved_district_not_reorganized,17629,9007,4296,2518,1421,307,70,7,2,0,1,51.0920,jumin_households_size_202512.csv
2025,2025-12,2823755000,인천광역시 부평구 부평5동,인천광역시,부평구,부평5동,pre_reform_code_preserved_district_not_reorganized,16399,7371,4165,2739,1683,376,51,13,0,1,0,44.9479,jumin_households_size_202512.csv
2025,2025-12,2823756000,인천광역시 부평구 부평6동,인천광역시,부평구,부평6동,pre_reform_code_preserved_district_not_reorganized,9269,3865,2588,1605,985,193,29,1,1,0,2,41.6981,jumin_households_size_202512.csv
2025,2025-12,2823757000,인천광역시 부평구 산곡1동,인천광역시,부평구,산곡1동,pre_reform_code_preserved_district_not_reorganized,6268,1995,1848,1398,830,154,34,6,2,1,0,31.8283,jumin_households_size_202512.csv
2025,2025-12,2823758000,인천광역시 부평구 산곡2동,인천광역시,부평구,산곡2동,pre_reform_code_preserved_district_not_reorganized,10619,2057,2896,2651,2385,495,105,22,4,3,1,19.3709,jumin_households_size_202512.csv
2025,2025-12,2823758100,인천광역시 부평구 산곡3동,인천광역시,부평구,산곡3동,pre_reform_code_preserved_district_not_reorganized,8499,2691,2492,1756,1158,305,75,15,6,0,1,31.6625,jumin_households_size_202512.csv
