reference_year,reference_period,source_admin_code,source_admin_name,source_sido_name,source_sigungu_name,source_eupmyeondong_name,harmonization_status,population_total,population_age_60_plus_exact,population_age_70_plus_exact,population_age_65_plus_status,households_total,one_person_households,one_person_household_share_pct,one_person_age_source_available,one_person_age_60_plus_exact,one_person_age_70_plus_exact,one_person_age_65_plus_status,source_population_file,source_households_file,source_one_person_age_file
2023,2023-12,2824560100,인천광역시 계양구 효성1동,인천광역시,계양구,효성1동,pre_reform_code_preserved_district_not_reorganized,26623,7595,2799,not_calculated_source_aggregates_ages_60_to_69,11617,3853,33.1669,yes,1735,798,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2824560200,인천광역시 계양구 효성2동,인천광역시,계양구,효성2동,pre_reform_code_preserved_district_not_reorganized,27327,8014,2895,not_calculated_source_aggregates_ages_60_to_69,11469,3410,29.7323,yes,1615,702,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2824561100,인천광역시 계양구 계산1동,인천광역시,계양구,계산1동,pre_reform_code_preserved_district_not_reorganized,17924,5829,2235,not_calculated_source_aggregates_ages_60_to_69,9680,5039,52.0558,yes,1953,758,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2824561200,인천광역시 계양구 계산2동,인천광역시,계양구,계산2동,pre_reform_code_preserved_district_not_reorganized,14708,4947,1821,not_calculated_source_aggregates_ages_60_to_69,7627,3730,48.9052,yes,1516,654,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2824561300,인천광역시 계양구 계산3동,인천광역시,계양구,계산3동,pre_reform_code_preserved_district_not_reorganized,17993,4984,1465,not_calculated_source_aggregates_ages_60_to_69,8447,3298,39.0434,yes,1152,457,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2824561400,인천광역시 계양구 계산4동,인천광역시,계양구,계산4동,pre_reform_code_preserved_district_not_reorganized,22503,4972,1480,not_calculated_source_aggregates_ages_60_to_69,9222,3196,34.6563,yes,1001,497,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2824562100,인천광역시 계양구 작전1동,인천광역시,계양구,작전1동,pre_reform_code_preserved_district_not_reorganized,26108,6873,2411,not_calculated_source_aggregates_ages_60_to_69,10980,3383,30.8106,yes,1451,648,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2824562200,인천광역시 계양구 작전2동,인천광역시,계양구,작전2동,pre_reform_code_preserved_district_not_reorganized,18311,5836,2191,not_calculated_source_aggregates_ages_60_to_69,8735,3506,40.1374,yes,1616,746,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2824564000,인천광역시 계양구 작전서운동,인천광역시,계양구,작전서운동,pre_reform_code_preserved_district_not_reorganized,33219,7098,2434,not_calculated_source_aggregates_ages_60_to_69,13938,4517,32.4078,yes,1622,770,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2824571000,인천광역시 계양구 계양1동,인천광역시,계양구,계양1동,pre_reform_code_preserved_district_not_reorganized,19370,5726,2211,not_calculated_source_aggregates_ages_60_to_69,8261,2683,32.4779,yes,1243,582,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2824572000,인천광역시 계양구 계양2동,인천광역시,계양구,계양2동,pre_reform_code_preserved_district_not_reorganized,32172,9306,3717,not_calculated_source_aggregates_ages_60_to_69,15853,6992,44.1052,yes,2953,1448,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2824573000,인천광역시 계양구 계양3동,인천광역시,계양구,계양3동,pre_reform_code_preserved_district_not_reorganized,24008,5280,2031,not_calculated_source_aggregates_ages_60_to_69,9811,2866,29.2121,yes,1120,489,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826051500,인천광역시 서구 검암경서동,인천광역시,서구,검암경서동,requires_2026_07_01_reform_crosswalk,54114,8859,3222,not_calculated_source_aggregates_ages_60_to_69,23807,8647,36.3213,yes,1841,791,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826053000,인천광역시 서구 연희동,인천광역시,서구,연희동,requires_2026_07_01_reform_crosswalk,37808,10387,4060,not_calculated_source_aggregates_ages_60_to_69,18540,8324,44.8975,yes,3268,1485,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826053600,인천광역시 서구 청라1동,인천광역시,서구,청라1동,requires_2026_07_01_reform_crosswalk,30308,3505,1153,not_calculated_source_aggregates_ages_60_to_69,11818,3563,30.1489,yes,462,187,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826053700,인천광역시 서구 청라2동,인천광역시,서구,청라2동,requires_2026_07_01_reform_crosswalk,47538,6390,2044,not_calculated_source_aggregates_ages_60_to_69,17926,4901,27.3402,yes,841,336,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826053900,인천광역시 서구 청라3동,인천광역시,서구,청라3동,requires_2026_07_01_reform_crosswalk,35388,3916,1077,not_calculated_source_aggregates_ages_60_to_69,13571,4051,29.8504,yes,416,127,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826054200,인천광역시 서구 가정1동,인천광역시,서구,가정1동,requires_2026_07_01_reform_crosswalk,41226,7456,2640,not_calculated_source_aggregates_ages_60_to_69,17392,5851,33.6419,yes,2005,852,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826054300,인천광역시 서구 가정2동,인천광역시,서구,가정2동,requires_2026_07_01_reform_crosswalk,16910,2671,710,not_calculated_source_aggregates_ages_60_to_69,7103,2217,31.2122,yes,526,166,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826054400,인천광역시 서구 가정3동,인천광역시,서구,가정3동,requires_2026_07_01_reform_crosswalk,8822,2565,841,not_calculated_source_aggregates_ages_60_to_69,4190,1722,41.0979,yes,668,282,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826055000,인천광역시 서구 석남1동,인천광역시,서구,석남1동,requires_2026_07_01_reform_crosswalk,20693,6544,2491,not_calculated_source_aggregates_ages_60_to_69,10442,4760,45.5851,yes,1994,828,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826056000,인천광역시 서구 석남2동,인천광역시,서구,석남2동,requires_2026_07_01_reform_crosswalk,12069,4154,1698,not_calculated_source_aggregates_ages_60_to_69,5875,2450,41.7021,yes,1132,528,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826056100,인천광역시 서구 석남3동,인천광역시,서구,석남3동,requires_2026_07_01_reform_crosswalk,12642,3985,1549,not_calculated_source_aggregates_ages_60_to_69,6314,2784,44.0925,yes,1234,552,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826057500,인천광역시 서구 신현원창동,인천광역시,서구,신현원창동,requires_2026_07_01_reform_crosswalk,29738,7700,2572,not_calculated_source_aggregates_ages_60_to_69,12580,4007,31.8521,yes,1642,644,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826058000,인천광역시 서구 가좌1동,인천광역시,서구,가좌1동,requires_2026_07_01_reform_crosswalk,12567,3649,1450,not_calculated_source_aggregates_ages_60_to_69,6574,3118,47.4293,yes,1243,513,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826059000,인천광역시 서구 가좌2동,인천광역시,서구,가좌2동,requires_2026_07_01_reform_crosswalk,18545,5325,1991,not_calculated_source_aggregates_ages_60_to_69,7501,2031,27.0764,yes,1014,520,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826060000,인천광역시 서구 가좌3동,인천광역시,서구,가좌3동,requires_2026_07_01_reform_crosswalk,15577,5353,2219,not_calculated_source_aggregates_ages_60_to_69,7891,3486,44.1769,yes,1587,739,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826061000,인천광역시 서구 가좌4동,인천광역시,서구,가좌4동,requires_2026_07_01_reform_crosswalk,11853,3473,1290,not_calculated_source_aggregates_ages_60_to_69,5634,2245,39.8474,yes,943,447,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826068000,인천광역시 서구 검단동,인천광역시,서구,검단동,requires_2026_07_01_reform_crosswalk,32433,6976,2665,not_calculated_source_aggregates_ages_60_to_69,14995,6267,41.7939,yes,1923,821,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826069000,인천광역시 서구 불로대곡동,인천광역시,서구,불로대곡동,requires_2026_07_01_reform_crosswalk,23213,5149,2378,not_calculated_source_aggregates_ages_60_to_69,9756,3213,32.9336,yes,1096,525,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826070000,인천광역시 서구 원당동,인천광역시,서구,원당동,requires_2026_07_01_reform_crosswalk,22756,3859,1741,not_calculated_source_aggregates_ages_60_to_69,9562,3431,35.8816,yes,961,492,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826071000,인천광역시 서구 당하동,인천광역시,서구,당하동,requires_2026_07_01_reform_crosswalk,28681,5361,2053,not_calculated_source_aggregates_ages_60_to_69,12030,3937,32.7265,yes,1037,435,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826072000,인천광역시 서구 오류왕길동,인천광역시,서구,오류왕길동,requires_2026_07_01_reform_crosswalk,24265,5632,2178,not_calculated_source_aggregates_ages_60_to_69,10023,3228,32.2059,yes,1297,588,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826073000,인천광역시 서구 마전동,인천광역시,서구,마전동,requires_2026_07_01_reform_crosswalk,21660,4140,1701,not_calculated_source_aggregates_ages_60_to_69,8101,2037,25.1450,yes,650,339,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2826074000,인천광역시 서구 아라동,인천광역시,서구,아라동,requires_2026_07_01_reform_crosswalk,65552,6015,1848,not_calculated_source_aggregates_ages_60_to_69,24543,5518,22.4830,yes,987,384,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871025000,인천광역시 강화군 강화읍,인천광역시,강화군,강화읍,pre_reform_code_preserved_district_not_reorganized,22299,8313,4286,not_calculated_source_aggregates_ages_60_to_69,10669,4498,42.1595,yes,2488,1379,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871031000,인천광역시 강화군 선원면,인천광역시,강화군,선원면,pre_reform_code_preserved_district_not_reorganized,7931,3275,1569,not_calculated_source_aggregates_ages_60_to_69,3646,1395,38.2611,yes,808,414,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871032000,인천광역시 강화군 불은면,인천광역시,강화군,불은면,pre_reform_code_preserved_district_not_reorganized,5067,2928,1516,not_calculated_source_aggregates_ages_60_to_69,2772,1336,48.1962,yes,897,504,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871033000,인천광역시 강화군 길상면,인천광역시,강화군,길상면,pre_reform_code_preserved_district_not_reorganized,7232,3639,1698,not_calculated_source_aggregates_ages_60_to_69,3662,1634,44.6204,yes,991,462,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871034000,인천광역시 강화군 화도면,인천광역시,강화군,화도면,pre_reform_code_preserved_district_not_reorganized,4552,2618,1372,not_calculated_source_aggregates_ages_60_to_69,2475,1223,49.4141,yes,804,417,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871035000,인천광역시 강화군 양도면,인천광역시,강화군,양도면,pre_reform_code_preserved_district_not_reorganized,4215,2442,1317,not_calculated_source_aggregates_ages_60_to_69,2205,981,44.4898,yes,643,388,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871036000,인천광역시 강화군 내가면,인천광역시,강화군,내가면,pre_reform_code_preserved_district_not_reorganized,3029,1850,1011,not_calculated_source_aggregates_ages_60_to_69,1653,776,46.9449,yes,545,329,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871037000,인천광역시 강화군 하점면,인천광역시,강화군,하점면,pre_reform_code_preserved_district_not_reorganized,4009,2462,1410,not_calculated_source_aggregates_ages_60_to_69,2085,937,44.9400,yes,649,394,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871038000,인천광역시 강화군 양사면,인천광역시,강화군,양사면,pre_reform_code_preserved_district_not_reorganized,1913,1189,684,not_calculated_source_aggregates_ages_60_to_69,1028,491,47.7626,yes,356,208,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871039000,인천광역시 강화군 송해면,인천광역시,강화군,송해면,pre_reform_code_preserved_district_not_reorganized,3252,1844,1062,not_calculated_source_aggregates_ages_60_to_69,1664,702,42.1875,yes,479,279,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871040000,인천광역시 강화군 교동면,인천광역시,강화군,교동면,pre_reform_code_preserved_district_not_reorganized,2755,1745,1020,not_calculated_source_aggregates_ages_60_to_69,1537,720,46.8445,yes,496,312,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871041000,인천광역시 강화군 삼산면,인천광역시,강화군,삼산면,pre_reform_code_preserved_district_not_reorganized,2100,1312,701,not_calculated_source_aggregates_ages_60_to_69,1206,627,51.9900,yes,419,234,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871042000,인천광역시 강화군 서도면,인천광역시,강화군,서도면,pre_reform_code_preserved_district_not_reorganized,378,242,134,not_calculated_source_aggregates_ages_60_to_69,222,121,54.5045,yes,83,48,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2871042500,인천광역시 강화군 서도면볼음출장소,인천광역시,강화군,서도면볼음출장소,pre_reform_code_preserved_district_not_reorganized,273,196,101,not_calculated_source_aggregates_ages_60_to_69,181,111,61.3260,yes,81,44,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2872031000,인천광역시 옹진군 북도면,인천광역시,옹진군,북도면,pre_reform_code_preserved_district_not_reorganized,1162,679,310,not_calculated_source_aggregates_ages_60_to_69,667,363,54.4228,yes,241,115,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2872031500,인천광역시 옹진군 북도면장봉출장소,인천광역시,옹진군,북도면장봉출장소,pre_reform_code_preserved_district_not_reorganized,969,543,259,not_calculated_source_aggregates_ages_60_to_69,541,296,54.7135,yes,172,88,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2872033000,인천광역시 옹진군 백령면,인천광역시,옹진군,백령면,pre_reform_code_preserved_district_not_reorganized,4875,1653,790,not_calculated_source_aggregates_ages_60_to_69,2929,1842,62.8884,yes,560,284,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2872034000,인천광역시 옹진군 대청면,인천광역시,옹진군,대청면,pre_reform_code_preserved_district_not_reorganized,1201,527,262,not_calculated_source_aggregates_ages_60_to_69,781,519,66.4533,yes,195,103,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2872034500,인천광역시 옹진군 대청면소청출장소,인천광역시,옹진군,대청면소청출장소,pre_reform_code_preserved_district_not_reorganized,221,127,71,not_calculated_source_aggregates_ages_60_to_69,172,130,75.5814,yes,63,35,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2872035000,인천광역시 옹진군 덕적면,인천광역시,옹진군,덕적면,pre_reform_code_preserved_district_not_reorganized,1940,1147,590,not_calculated_source_aggregates_ages_60_to_69,1222,749,61.2930,yes,486,245,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2872036000,인천광역시 옹진군 영흥면,인천광역시,옹진군,영흥면,pre_reform_code_preserved_district_not_reorganized,6576,2858,1245,not_calculated_source_aggregates_ages_60_to_69,3789,2128,56.1626,yes,1033,400,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2872037000,인천광역시 옹진군 자월면,인천광역시,옹진군,자월면,pre_reform_code_preserved_district_not_reorganized,978,590,291,not_calculated_source_aggregates_ages_60_to_69,604,360,59.6026,yes,218,114,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2872037500,인천광역시 옹진군 자월면이작출장소,인천광역시,옹진군,자월면이작출장소,pre_reform_code_preserved_district_not_reorganized,370,219,105,not_calculated_source_aggregates_ages_60_to_69,232,137,59.0517,yes,91,48,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2023,2023-12,2872038000,인천광역시 옹진군 연평면,인천광역시,옹진군,연평면,pre_reform_code_preserved_district_not_reorganized,2085,629,242,not_calculated_source_aggregates_ages_60_to_69,1500,1143,76.2000,yes,322,117,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202312.csv,jumin_households_size_202312.csv,jumin_one_person_age_202312.csv
2024,2024-12,2811052000,인천광역시 중구 연안동,인천광역시,중구,연안동,requires_2026_07_01_reform_crosswalk,5118,2323,1064,not_calculated_source_aggregates_ages_60_to_69,2891,1583,54.7561,yes,834,369,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2811053000,인천광역시 중구 신포동,인천광역시,중구,신포동,requires_2026_07_01_reform_crosswalk,4526,1774,999,not_calculated_source_aggregates_ages_60_to_69,2445,1319,53.9468,yes,692,397,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2811054000,인천광역시 중구 신흥동,인천광역시,중구,신흥동,requires_2026_07_01_reform_crosswalk,14118,4357,2097,not_calculated_source_aggregates_ages_60_to_69,6815,2884,42.3184,yes,1260,663,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2811056000,인천광역시 중구 도원동,인천광역시,중구,도원동,requires_2026_07_01_reform_crosswalk,3573,1704,908,not_calculated_source_aggregates_ages_60_to_69,2013,1071,53.2042,yes,668,377,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2811057000,인천광역시 중구 율목동,인천광역시,중구,율목동,requires_2026_07_01_reform_crosswalk,2896,1349,733,not_calculated_source_aggregates_ages_60_to_69,1780,1082,60.7865,yes,631,367,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2811058500,인천광역시 중구 동인천동,인천광역시,중구,동인천동,requires_2026_07_01_reform_crosswalk,5260,2435,1278,not_calculated_source_aggregates_ages_60_to_69,3234,2029,62.7396,yes,1137,621,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2811061500,인천광역시 중구 개항동,인천광역시,중구,개항동,requires_2026_07_01_reform_crosswalk,6731,2871,1461,not_calculated_source_aggregates_ages_60_to_69,3840,2080,54.1667,yes,1025,551,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2811062000,인천광역시 중구 영종동,인천광역시,중구,영종동,requires_2026_07_01_reform_crosswalk,22857,5623,2191,not_calculated_source_aggregates_ages_60_to_69,11979,6141,51.2647,yes,1680,638,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2811062200,인천광역시 중구 영종1동,인천광역시,중구,영종1동,requires_2026_07_01_reform_crosswalk,33627,4417,1825,not_calculated_source_aggregates_ages_60_to_69,13688,4261,31.1295,yes,892,394,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2811062300,인천광역시 중구 영종2동,인천광역시,중구,영종2동,requires_2026_07_01_reform_crosswalk,25833,2973,1217,not_calculated_source_aggregates_ages_60_to_69,10132,2899,28.6123,yes,461,193,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2811062800,인천광역시 중구 운서동,인천광역시,중구,운서동,requires_2026_07_01_reform_crosswalk,39044,5506,2454,not_calculated_source_aggregates_ages_60_to_69,22659,14382,63.4715,yes,1492,665,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2811063000,인천광역시 중구 용유동,인천광역시,중구,용유동,requires_2026_07_01_reform_crosswalk,3530,1989,943,not_calculated_source_aggregates_ages_60_to_69,2324,1488,64.0275,yes,855,354,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2814051000,인천광역시 동구 만석동,인천광역시,동구,만석동,requires_2026_07_01_reform_crosswalk,6276,2315,1100,not_calculated_source_aggregates_ages_60_to_69,3091,1348,43.6105,yes,799,412,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2814052500,인천광역시 동구 화수1.화평동,인천광역시,동구,화수1.화평동,requires_2026_07_01_reform_crosswalk,5416,2375,1257,not_calculated_source_aggregates_ages_60_to_69,2752,1255,45.6032,yes,818,478,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2814053000,인천광역시 동구 화수2동,인천광역시,동구,화수2동,requires_2026_07_01_reform_crosswalk,6869,3046,1698,not_calculated_source_aggregates_ages_60_to_69,3614,1712,47.3713,yes,1028,640,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2814055500,인천광역시 동구 송현1.2동,인천광역시,동구,송현1.2동,requires_2026_07_01_reform_crosswalk,9703,3246,1603,not_calculated_source_aggregates_ages_60_to_69,4358,1523,34.9472,yes,717,415,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2814057000,인천광역시 동구 송현3동,인천광역시,동구,송현3동,requires_2026_07_01_reform_crosswalk,2754,1300,696,not_calculated_source_aggregates_ages_60_to_69,1564,823,52.6215,yes,520,295,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2814058000,인천광역시 동구 송림1동,인천광역시,동구,송림1동,requires_2026_07_01_reform_crosswalk,6627,1571,729,not_calculated_source_aggregates_ages_60_to_69,2885,875,30.3293,yes,267,147,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
2024,2024-12,2814059000,인천광역시 동구 송림2동,인천광역시,동구,송림2동,requires_2026_07_01_reform_crosswalk,1225,690,395,not_calculated_source_aggregates_ages_60_to_69,784,506,64.5408,yes,355,194,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202412.csv,jumin_households_size_202412.csv,jumin_one_person_age_202412.csv
