source_stop_number,source_stop_name,normalized_stop_name,stop_match_key,match_status,match_candidate_count,same_number_candidate_count,candidate_place_ids,candidate_names,place_id,master_source_id,master_stop_name,source_district,district,dong,latitude,longitude,coordinate_status,valid_wgs84,in_incheon,point_status,source_dates,route_row_count,distinct_route_count,distinct_route_number_count,distinct_route_direction_count,distinct_direction_count,directions,route_ids,route_numbers,major_via_yes_row_count
35704,항동7가버스차고지(삼거리),항동7가버스차고지삼거리,35704|항동7가버스차고지삼거리,matched,1,1,bus:161000704,항동7가버스차고지(삼거리),bus:161000704,161000704,항동7가버스차고지(삼거리),중구,제물포구,연안동,37.4450124,126.5999054,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,3,3,3,3,1,하행,165000015;165000027;166000016,1111;12;24,0
35705,항동7가버스차고지(삼거리),항동7가버스차고지삼거리,35705|항동7가버스차고지삼거리,matched,1,1,bus:161000705,항동7가버스차고지(삼거리),bus:161000705,161000705,항동7가버스차고지(삼거리),중구,제물포구,연안동,37.4450529,126.5988658,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,3,3,3,3,1,상행,165000015;165000027;166000016,1111;12;24,1
35706,운남초교사거리,운남초교사거리,35706|운남초교사거리,matched,1,1,bus:161000706,운남초교사거리,bus:161000706,161000706,운남초교사거리,중구,영종구,영종동,37.4918462,126.5299038,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,2,2,2,2,1,상행,165000510;168000014,598-1;인천e음15,0
35707,운남초교사거리,운남초교사거리,35707|운남초교사거리,matched,1,1,bus:161000707,운남초교사거리,bus:161000707,161000707,운남초교사거리,중구,영종구,영종동,37.4917880,126.5296644,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,3,3,3,3,2,상행;하행,165000445;165000510;168000014,204;598-1;인천e음15,0
35708,광명항,광명항,35708|광명항,matched,1,1,bus:161000708,광명항,bus:161000708,161000708,광명항,중구,영종구,무의동,37.3751045,126.4342325,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,1,1,1,1,1,상행,168100002,중구6,1
35710,큰무리선착장,큰무리선착장,35710|큰무리선착장,matched,1,1,bus:161000710,큰무리선착장,bus:161000710,161000710,큰무리선착장,중구,영종구,무의동,37.4090469,126.4139967,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,4,4,4,4,2,상행;하행,161100001;165000062;168000002;168100002,222;무의1;중구6;중구6-1,2
35712,큰무리선착장,큰무리선착장,35712|큰무리선착장,matched,1,1,bus:161000712,큰무리선착장,bus:161000712,161000712,큰무리선착장,중구,영종구,무의동,37.4090763,126.4138314,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,4,4,4,4,2,상행;하행,161100001;165000062;168000002;168100002,222;무의1;중구6;중구6-1,1
35714,광명항,광명항,35714|광명항,matched,1,1,bus:161000714,광명항,bus:161000714,161000714,광명항,중구,영종구,무의동,37.3748215,126.4340106,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,3,2,2,3,2,상행;하행,161100001;168100002,무의1;중구6,1
35718,금산,금산,35718|금산,matched,1,1,bus:161000718,금산,bus:161000718,161000718,금산,중구,영종구,영종동,37.5171992,126.5163100,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,6,6,6,6,1,상행,165000063;165000415;165000445;168000003;168000054;168000055,204;205;2201;221;223;중구1,0
35719,금산,금산,35719|금산,matched,1,1,bus:161000719,금산,bus:161000719,161000719,금산,중구,영종구,영종동,37.5173675,126.5167050,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,6,6,6,6,1,하행,165000063;165000415;165000445;168000003;168000054;168000055,204;205;2201;221;223;중구1,0
